CustGroup,Customer,CustomerName,TransactionDate,InvoiceDescription,DetailLineCount,AmountDue,OriginalAmount,Tax,CollectedCheckDate,CollectedCheckNumber,CollectedCheckAmount,CollectedImage,Notes
1,215547,Sandwich SC LLC          ,41717,SERVICEALLIANCE     ,4,1637.7,1637.7,155.58,41795.67089,5310,1637.7,Images\AR_1_215547_5310.pdf,
1,218767,Whole Foods              ,41717,SERVICEALLIANCE     ,4,3063.88,3063.88,291.06,41795.67089,5967,3063.88,Images\AR_1_218767_5967.pdf,
1,219693,Amy Lee                  ,41717,SERVICEALLIANCE     ,4,849.04,905,85.98,41795.67089,8528,849.04,Images\AR_1_219693_8528.pdf,
1,209470,King County Solid Waste  ,41717,SERVICEALLIANCE     ,4,3978.88,3978.88,342.18,41795.67089,9439,3978.88,Images\AR_1_209470_9439.pdf,
1,209699,LBA Realty BPCC-R2364    ,41717,SERVICEALLIANCE     ,4,3679.5,3679.5,349.56,41795.67089,423,3679.5,Images\AR_1_209699_423.pdf,
1,205719,Escala                   ,41717,SERVICEALLIANCE     ,4,2529.58,2529.58,240.32,41795.67089,1461,2529.58,Images\AR_1_205719_1461.pdf,
1,212972,PRO SPORTS CLUB          ,41717,SERVICEALLIANCE     ,4,2542,2542,241.5,41795.67089,2401,2542,Images\AR_1_212972_2401.pdf,
1,207802,IBEW Local 46            ,41717,SERVICEALLIANCE     ,4,788.02,788.02,74.86,41795.67089,4178,788.02,Images\AR_1_207802_4178.pdf,
1,201256,Arden Realty Inc Willow C,41717,SERVICEALLIANCE     ,4,2434.64,2434.64,231.3,41795.67089,2703,2434.64,Images\AR_1_201256_2703.pdf,
1,216298,Summit REIT Inc          ,41717,SERVICEALLIANCE     ,4,1530,1530,145.36,41795.67089,8725,1530,Images\AR_1_216298_8725.pdf,
1,207467,Hannah Property LLC      ,41717,SERVICEALLIANCE     ,4,671.5,671.5,63.8,41795.67089,5433,671.5,Images\AR_1_207467_5433.pdf,
1,221131,Cory Sparling            ,41717,SERVICEALLIANCE     ,4,520.8,520.8,49.48,41795.67089,5826,520.8,Images\AR_1_221131_5826.pdf,
1,204199,Cory Sparling            ,41717,SERVICEALLIANCE     ,4,263.78,263.78,25.06,41795.67089,6589,263.78,Images\AR_1_204199_6589.pdf,
1,204199,Cory Sparling            ,41717,SERVICEALLIANCE     ,4,1043.7,1043.7,99.16,41795.67089,2401,1043.7,Images\AR_1_204199_2401.pdf,
1,202115,Bastyr University        ,41717,SERVICEALLIANCE     ,4,2561.36,2561.36,243.32,41795.67089,6663,2561.36,Images\AR_1_202115_6663.pdf,
1,214943,SHAREHOUSE               ,41717,SERVICEALLIANCE     ,4,4075,4075,342.3,41795.67089,501,4075,Images\AR_1_214943_501.pdf,
1,217831,Vancouver Clinic         ,41717,SERVICEALLIANCE     ,4,12575,12575,1056.3,41795.67089,8658,12575,Images\AR_1_217831_8658.pdf,
1,201198,Archbishop Murphy High Sc,41717,SERVICEALLIANCE     ,4,12193,12193,1158.34,41795.67089,5520,12193,Images\AR_1_201198_5520.pdf,
1,206834,Gateway Construction     ,41717,SERVICEALLIANCE     ,4,19956,19956,1895.82,41795.67089,462,19956,Images\AR_1_206834_462.pdf,
1,212025,Nexus Properties         ,41717,SERVICEALLIANCE     ,4,11108,11108,955.28,41795.67089,4290,11108,Images\AR_1_212025_4290.pdf,
1,205334,EMP                      ,41717,SERVICEALLIANCE     ,4,1234,1234,117.24,41795.67089,704,1234,Images\AR_1_205334_704.pdf,
1,214769,SCIDPDA                  ,41717,SERVICEALLIANCE     ,4,750,750,71.26,41795.67089,934,750,Images\AR_1_214769_934.pdf,
1,203974,Clise Properties         ,41717,SERVICEALLIANCE     ,4,926,926,87.98,41795.67089,8209,926,Images\AR_1_203974_8209.pdf,
1,204043,Columbia Center Property ,41717,SERVICEALLIANCE     ,4,2888,2888,274.36,41795.67089,6424,2888,Images\AR_1_204043_6424.pdf,
1,207826,IEC                      ,40987,SERVICEALLIANCE     ,4,7482.76,8282.76,770.3,41795.67089,365,7482.76,Images\AR_1_207826_365.pdf,
1,206690,GRAMOR DEVELOPMENT       ,41717,SERVICEALLIANCE     ,4,904,904,84.98,41795.67089,591,904,Images\AR_1_206690_591.pdf,
1,201542,BELLEVUE PACIFIC TOWER   ,41718,SERVICEALLIANCE     ,4,5606,5606,532.58,41795.67089,7673,5606,Images\AR_1_201542_7673.pdf,
1,200112,307 Westlake             ,41718,SERVICEALLIANCE     ,4,4291.2,4291.2,407.66,41795.67089,8599,4291.2,Images\AR_1_200112_8599.pdf,
1,218599,Watchguard at 505 Union S,41718,SERVICEALLIANCE     ,4,1567.82,1567.82,148.94,41795.67089,487,1567.82,Images\AR_1_218599_487.pdf,
1,200151,507 Northgate Apartments ,41718,SERVICEALLIANCE     ,4,5683,5683,539.88,41795.67089,3694,5683,Images\AR_1_200151_3694.pdf,
1,217994,WALLACE PROPERTIES       ,41718,SERVICEALLIANCE     ,4,6958,6958,661.02,41795.67089,3375,6958,Images\AR_1_217994_3375.pdf,
1,200958,Alexandria Real Estate Eq,41718,SERVICEALLIANCE     ,6,47515.18,56272.54,208.9,41795.67089,5040,47515.18,Images\AR_1_200958_5040.pdf,
1,200958,Alexandria Real Estate Eq,41718,SERVICEALLIANCE     ,6,249008.22,280175.8,190,41795.67089,5545,249008.22,Images\AR_1_200958_5545.pdf,
1,203572,Cascade Commerce Park    ,41718,SERVICEALLIANCE     ,4,2813.64,2813.64,267.3,41795.67089,1618,2813.64,Images\AR_1_203572_1618.pdf,
1,200684,ASTORIA CONDOS           ,41718,SERVICEALLIANCE     ,4,1769,1769,168.06,41795.67089,6619,1769,Images\AR_1_200684_6619.pdf,
1,200684,ASTORIA CONDOS           ,41718,SERVICEALLIANCE     ,4,3817,3817,362.62,41795.67089,3548,3817,Images\AR_1_200684_3548.pdf,
1,204947,Development Services of A,41718,SERVICEALLIANCE     ,4,13082,13082,1242.8,41795.67089,9064,13082,Images\AR_1_204947_9064.pdf,
1,206543,GENERAL BIODIESEL        ,41718,SERVICEALLIANCE     ,4,25000,25000,2375,41795.67089,6935,25000,Images\AR_1_206543_6935.pdf,
1,207643,Highline School District ,41718,SERVICEALLIANCE     ,4,1084.76,1084.76,103.06,41795.67089,2218,1084.76,Images\AR_1_207643_2218.pdf,
1,221159,CPUSI Co Investment Cayma,41718,SERVICEALLIANCE     ,4,809.44,809.44,76.9,41795.67089,3686,809.44,Images\AR_1_221159_3686.pdf,
1,209927,LabCorp                  ,41718,SERVICEALLIANCE     ,4,3580.98,3580.98,340.2,41795.67089,5258,3580.98,Images\AR_1_209927_5258.pdf,
1,217331,Trilogy Cedar Lodge at Re,41718,SERVICEALLIANCE     ,4,71.96,431,37.06,41795.67089,6790,71.96,Images\AR_1_217331_6790.pdf,
1,215518,Salvation Army           ,41718,SERVICEALLIANCE     ,4,2432.34,2432.34,231.08,41795.67089,6110,2432.34,Images\AR_1_215518_6110.pdf,
1,215518,Salvation Army           ,41718,SERVICEALLIANCE     ,4,4801.66,4801.66,456.16,41795.67089,7615,4801.66,Images\AR_1_215518_7615.pdf,
1,209589,LA Fitness               ,41718,SERVICEALLIANCE     ,4,3163.2,4744.6,450.74,41795.67089,6111,3163.2,Images\AR_1_209589_6111.pdf,
1,203856,City of Bellevue         ,41718,SERVICEALLIANCE     ,4,4000,4000,380,41795.67089,3423,4000,Images\AR_1_203856_3423.pdf,
1,209520,Koehler & Company        ,41718,SERVICEALLIANCE     ,4,932,932,88.54,41795.67089,9997,932,Images\AR_1_209520_9997.pdf,
1,218348,WOODINVILLE WASTE        ,41718,SERVICEALLIANCE     ,4,920.16,920.16,87.42,41795.67089,8116,920.16,Images\AR_1_218348_8116.pdf,
1,218863,Woodinville Fire & Rescue,41718,SERVICEALLIANCE     ,4,1329.38,1329.38,126.3,41795.67089,5532,1329.38,Images\AR_1_218863_5532.pdf,
1,207588,Helly Hansen             ,41718,SERVICEALLIANCE     ,4,1181,1181,112.2,41795.67089,4855,1181,Images\AR_1_207588_4855.pdf,
1,211115,Mary Andrews             ,41718,SERVICEALLIANCE     ,4,4770.2,2904.96,275.98,41795.67089,9355,4770.2,Images\AR_1_211115_9355.pdf,
1,209927,LabCorp                  ,41718,SERVICEALLIANCE     ,4,2817.9,2817.9,267.7,41795.67089,9437,2817.9,Images\AR_1_209927_9437.pdf,
1,208041,Integra Telecom          ,41718,SERVICEALLIANCE     ,4,1852,1852,175.94,41795.67089,6566,1852,Images\AR_1_208041_6566.pdf,
1,212587,PAROSCIENTIFIC           ,41718,SERVICEALLIANCE     ,4,2000,2000,190,41795.67089,2350,2000,Images\AR_1_212587_2350.pdf,
1,200958,Alexandria Real Estate Eq,41718,SERVICEALLIANCE     ,6,53394.52,60758.28,64.28,41795.67089,8208,53394.52,Images\AR_1_200958_8208.pdf,
1,217326,Triad Associates         ,41718,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,7845,688,Images\AR_1_217326_7845.pdf,
1,203931,City of Tukwila          ,41718,SERVICEALLIANCE     ,4,746,746,70.88,41795.67089,905,746,Images\AR_1_203931_905.pdf,
1,209705,LBA Realty BPCC-R2W333   ,41718,SERVICEALLIANCE     ,4,746,746,70.88,41795.67089,3803,746,Images\AR_1_209705_3803.pdf,
1,214483,Rock Bottom Brewery      ,41718,SERVICEALLIANCE     ,4,746,746,70.88,41795.67089,7473,746,Images\AR_1_214483_7473.pdf,
1,206543,GENERAL BIODIESEL        ,41718,SERVICEALLIANCE     ,4,11000,11000,1045,41795.67089,6912,11000,Images\AR_1_206543_6912.pdf,
1,215400,SUNSET WEST CONDOS       ,41718,SERVICEALLIANCE     ,4,96000,96000,9120,41795.67089,5480,96000,Images\AR_1_215400_5480.pdf,
1,209972,Lakha Properties - Kirkla,41718,SERVICEALLIANCE     ,4,1267.34,1267.34,120.4,41795.67089,474,1267.34,Images\AR_1_209972_474.pdf,
1,202811,CBRE                     ,41718,SERVICEALLIANCE     ,4,3633.5,3633.5,345.18,41795.67089,5167,3633.5,Images\AR_1_202811_5167.pdf,
1,201198,Archbishop Murphy High Sc,41718,SERVICEALLIANCE     ,4,4096.5,4661,442.8,41795.67089,8981,4096.5,Images\AR_1_201198_8981.pdf,
1,200823,Ace Hardware #4484       ,41718,SERVICEALLIANCE     ,4,784.5,784.5,74.52,41795.67089,4620,784.5,Images\AR_1_200823_4620.pdf,
1,200823,Ace Hardware #4484       ,41718,SERVICEALLIANCE     ,4,629,629,59.76,41795.67089,7932,629,Images\AR_1_200823_7932.pdf,
1,201225,Arden Realty Inc Canyon P,41718,SERVICEALLIANCE     ,4,3302,3302,313.7,41795.67089,5259,3302,Images\AR_1_201225_5259.pdf,
1,214769,SCIDPDA                  ,41718,SERVICEALLIANCE     ,4,6619,6619,628.8,41795.67089,4611,6619,Images\AR_1_214769_4611.pdf,
1,201217,Arden Realty Inc Canyon P,41718,SERVICEALLIANCE     ,4,5443.34,5443.34,517.12,41795.67089,2491,5443.34,Images\AR_1_201217_2491.pdf,
1,207343,Holland America Cruise Li,41718,SERVICEALLIANCE     ,4,2500,2500,237.5,41795.67089,5903,2500,Images\AR_1_207343_5903.pdf,
1,209227,KORRY ELECTRONICS        ,41718,SERVICEALLIANCE     ,4,53752,53752,5106.44,41795.67089,3258,53752,Images\AR_1_209227_3258.pdf,
1,213390,PhenoPath Laboratories   ,41718,SERVICEALLIANCE     ,4,1116,1116,106.02,41795.67089,7788,1116,Images\AR_1_213390_7788.pdf,
1,215944,Snohomish County         ,41718,SERVICEALLIANCE     ,4,6949,6949,597.62,41795.67089,8419,6949,Images\AR_1_215944_8419.pdf,
1,215946,Snohomish County Fire    ,41718,SERVICEALLIANCE     ,4,1534,1534,145.74,41795.67089,1579,1534,Images\AR_1_215946_1579.pdf,
1,215946,Snohomish County Fire    ,41718,SERVICEALLIANCE     ,4,989.5,989.5,94,41795.67089,4632,989.5,Images\AR_1_215946_4632.pdf,
1,215946,Snohomish County Fire    ,41718,SERVICEALLIANCE     ,4,4046,4046,384.38,41795.67089,8868,4046,Images\AR_1_215946_8868.pdf,
1,200161,5th & Madison            ,41718,SERVICEALLIANCE     ,4,717.34,717.34,68.14,41795.67089,5827,717.34,Images\AR_1_200161_5827.pdf,
1,200150,505 Union Station LLC    ,41718,SERVICEALLIANCE     ,4,17313.5,17313.5,1644.78,41795.67089,6193,17313.5,Images\AR_1_200150_6193.pdf,
1,200150,505 Union Station LLC    ,41718,SERVICEALLIANCE     ,4,10089,10089,958.46,41795.67089,2785,10089,Images\AR_1_200150_2785.pdf,
1,202799,CBRE                     ,41718,SERVICEALLIANCE     ,4,7584,7584,720.48,41795.67089,6433,7584,Images\AR_1_202799_6433.pdf,
1,218106,WBRPI                    ,41719,SERVICEALLIANCE     ,4,7381.26,7381.26,701.22,41795.67089,9580,7381.26,Images\AR_1_218106_9580.pdf,
1,217994,WALLACE PROPERTIES       ,41719,SERVICEALLIANCE     ,4,5017,5017,476.62,41795.67089,3363,5017,Images\AR_1_217994_3363.pdf,
1,201047,Ambassador II            ,41719,SERVICEALLIANCE     ,4,2578,2578,244.92,41795.67089,4271,2578,Images\AR_1_201047_4271.pdf,
1,202823,Bear Creek Corp Park     ,41719,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,2909,688,Images\AR_1_202823_2909.pdf,
1,206284,FlightSafety Internationa,41719,SERVICEALLIANCE     ,4,499.5,499.5,47.46,41795.67089,3401,499.5,Images\AR_1_206284_3401.pdf,
1,217855,Verity Credit Union      ,41719,SERVICEALLIANCE     ,4,2442.66,2442.66,232.06,41795.67089,1612,2442.66,Images\AR_1_217855_1612.pdf,
1,208513,JSH Properties           ,41719,SERVICEALLIANCE     ,4,3294,3294,312.94,41795.67089,9966,3294,Images\AR_1_208513_9966.pdf,
1,218595,Waste Management         ,41719,SERVICEALLIANCE     ,4,622.06,622.06,59.1,41795.67089,1121,622.06,Images\AR_1_218595_1121.pdf,
1,218767,Whole Foods              ,41719,SERVICEALLIANCE     ,4,1056,1056,100.32,41795.67089,6586,1056,Images\AR_1_218767_6586.pdf,
1,210312,Lydig Construction       ,41719,SERVICEALLIANCE     ,4,299.4,299.4,28.44,41795.67089,438,299.4,Images\AR_1_210312_438.pdf,
1,201225,Arden Realty Inc Canyon P,41719,SERVICEALLIANCE     ,4,304,304,28.88,41795.67089,8925,304,Images\AR_1_201225_8925.pdf,
1,213655,Puget Sound Energy       ,41719,SERVICEALLIANCE     ,4,1912.92,1912.92,168.34,41795.67089,8133,1912.92,Images\AR_1_213655_8133.pdf,
1,212515,Pacific Office Automation,41719,SERVICEALLIANCE     ,4,551,551,52.34,41795.67089,7863,551,Images\AR_1_212515_7863.pdf,
1,206809,Garner Property Managemen,41719,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,2817,688,Images\AR_1_206809_2817.pdf,
1,206809,Garner Property Managemen,41719,SERVICEALLIANCE     ,4,2318.26,2318.26,220.24,41795.67089,7636,2318.26,Images\AR_1_206809_7636.pdf,
1,218767,Whole Foods              ,41719,SERVICEALLIANCE     ,4,905,905,85.98,41795.67089,9241,905,Images\AR_1_218767_9241.pdf,
1,214769,SCIDPDA                  ,41719,SERVICEALLIANCE     ,4,528.14,528.14,50.18,41795.67089,670,528.14,Images\AR_1_214769_670.pdf,
1,201911,BREMERTON GARDEN APARTMEN,41719,SERVICEALLIANCE     ,4,859.16,859.16,74.74,41795.67089,4819,859.16,Images\AR_1_201911_4819.pdf,
1,201317,Ashton Development       ,41719,SERVICEALLIANCE     ,4,19472.96,551,52.34,41795.67089,5290,19472.96,Images\AR_1_201317_5290.pdf,
1,211503,Montclare Condominiums   ,41719,SERVICEALLIANCE     ,4,835,835,79.32,41795.67089,8088,835,Images\AR_1_211503_8088.pdf,
1,207676,Hoffman Construction     ,41719,SERVICEALLIANCE     ,4,1133.62,1133.62,107.7,41795.67089,893,1133.62,Images\AR_1_207676_893.pdf,
1,207785,Husky Terminal           ,41719,SERVICEALLIANCE     ,4,1603.9,1603.9,152.38,41795.67089,3102,1603.9,Images\AR_1_207785_3102.pdf,
1,201084,Ammex                    ,41719,SERVICEALLIANCE     ,4,1837.35,1883.54,178.94,41795.67089,7848,1837.35,Images\AR_1_201084_7848.pdf,
1,201261,Arden Realty Inc Willows ,41719,SERVICEALLIANCE     ,4,2134,2134,202.74,41795.67089,7334,2134,Images\AR_1_201261_7334.pdf,
1,218896,Mercent                  ,41719,SERVICEALLIANCE     ,4,2203.5,2203.5,209.34,41795.67089,3733,2203.5,Images\AR_1_218896_3733.pdf,
1,205476,Eagle Marine Services Ltd,41719,SERVICEALLIANCE     ,4,1587.32,1587.32,150.8,41795.67089,8183,1587.32,Images\AR_1_205476_8183.pdf,
1,209469,King County Roads        ,41719,SERVICEALLIANCE     ,4,1220.66,1220.66,115.96,41795.67089,8568,1220.66,Images\AR_1_209469_8568.pdf,
1,212515,Pacific Office Automation,41719,SERVICEALLIANCE     ,4,5751.86,5751.86,546.42,41795.67089,1267,5751.86,Images\AR_1_212515_1267.pdf,
1,209700,LBA Realty BPCC-R2365    ,41719,SERVICEALLIANCE     ,4,1270.66,1270.66,120.72,41795.67089,9224,1270.66,Images\AR_1_209700_9224.pdf,
1,209419,Kidder Mathews - BPCC    ,41719,SERVICEALLIANCE     ,4,2336.92,2336.92,222,41795.67089,7734,2336.92,Images\AR_1_209419_7734.pdf,
1,206284,FlightSafety Internationa,41719,SERVICEALLIANCE     ,4,568,568,53.96,41795.67089,4090,568,Images\AR_1_206284_4090.pdf,
1,214943,SHAREHOUSE               ,41719,SERVICEALLIANCE     ,4,518,518,43.52,41795.67089,4953,518,Images\AR_1_214943_4953.pdf,
1,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,3050,3050,289.76,41795.67089,1149,3050,Images\AR_1_217821_1149.pdf,
1,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,3490,3490,331.56,41795.67089,4451,3490,Images\AR_1_217821_4451.pdf,
1,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,1602,1602,152.2,41795.67089,9015,1602,Images\AR_1_217821_9015.pdf,
1,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,1602,1602,152.2,41795.67089,1652,1602,Images\AR_1_217821_1652.pdf,
1,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,1750,1750,166.26,41795.67089,3439,1750,Images\AR_1_217821_3439.pdf,
1,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,10500,10500,997.5,41795.67089,1685,10500,Images\AR_1_217821_1685.pdf,
1,207006,Grandview Condos         ,41719,SERVICEALLIANCE     ,4,1452.52,1452.52,137.98,41795.67089,6529,1452.52,Images\AR_1_207006_6529.pdf,
1,206284,FlightSafety Internationa,41719,SERVICEALLIANCE     ,4,619.5,619.5,58.86,41795.67089,7187,619.5,Images\AR_1_206284_7187.pdf,
1,218383,WSU - Puyallup Research  ,41719,SERVICEALLIANCE     ,4,4381.84,4381.84,411.9,41795.67089,2868,4381.84,Images\AR_1_218383_2868.pdf,
1,218743,Weyerhaeuser Company    R,41719,SERVICEALLIANCE     ,4,3636,3636,287.24,41795.67089,8459,3636,Images\AR_1_218743_8459.pdf,
1,204928,Dept of Ecology Bldg Svcs,41719,SERVICEALLIANCE     ,4,2137.06,2137.06,185.92,41795.67089,1217,2137.06,Images\AR_1_204928_1217.pdf,
1,219695,Larry Morrison Constructi,41719,SERVICEALLIANCE     ,4,1266,1266,110.14,41795.67089,5962,1266,Images\AR_1_219695_5962.pdf,
1,210163,Limited Brands Invoice Pr,41719,SERVICEALLIANCE     ,4,2092.86,2092.86,196.72,41795.67089,6733,2092.86,Images\AR_1_210163_6733.pdf,
1,219661,Roberson Building Company,41719,SERVICEALLIANCE     ,4,6294.96,6294.96,598.02,41795.67089,3614,6294.96,Images\AR_1_219661_3614.pdf,
1,206252,First Capital Partners Lt,41719,SERVICEALLIANCE     ,6,822.54,1362.64,85.84,41795.67089,5321,822.54,Images\AR_1_206252_5321.pdf,
1,216910,Tacoma Export Marketing  ,41719,SERVICEALLIANCE     ,4,1046.56,1046.56,99.42,41795.67089,9018,1046.56,Images\AR_1_216910_9018.pdf,
1,205501,Eastside Catholic High Sc,41722,SERVICEALLIANCE     ,4,8094,8094,768.94,41795.67089,784,8094,Images\AR_1_205501_784.pdf,
1,203668,CertainTeed Gypsum       ,41722,SERVICEALLIANCE     ,4,9739.26,9739.26,925.22,41795.67089,4089,9739.26,Images\AR_1_203668_4089.pdf,
1,214091,ROOSEVELT COMMONS        ,41722,SERVICEALLIANCE     ,4,3122,3122,296.6,41795.67089,4014,3122,Images\AR_1_214091_4014.pdf,
1,205476,Eagle Marine Services Ltd,41722,SERVICEALLIANCE     ,4,2970.8,2970.8,282.22,41795.67089,9085,2970.8,Images\AR_1_205476_9085.pdf,
1,215847,Showare Center           ,41722,SERVICEALLIANCE     ,4,2070,2070,196.66,41795.67089,4506,2070,Images\AR_1_215847_4506.pdf,
1,209419,Kidder Mathews - BPCC    ,41722,SERVICEALLIANCE     ,4,2928.5,2928.5,278.2,41795.67089,5930,2928.5,Images\AR_1_209419_5930.pdf,
1,212515,Pacific Office Automation,41722,SERVICEALLIANCE     ,4,924.82,924.82,87.86,41795.67089,6730,924.82,Images\AR_1_212515_6730.pdf,
1,215518,Salvation Army           ,41722,SERVICEALLIANCE     ,4,2384.72,2384.72,226.54,41795.67089,4487,2384.72,Images\AR_1_215518_4487.pdf,
1,215518,Salvation Army           ,41722,SERVICEALLIANCE     ,4,1676.64,1676.64,159.28,41795.67089,4992,1676.64,Images\AR_1_215518_4992.pdf,
1,205813,Expedia.com              ,41722,SERVICEALLIANCE     ,4,2576.16,2576.16,244.74,41795.67089,3188,2576.16,Images\AR_1_205813_3188.pdf,
1,207006,Grandview Condos         ,41722,SERVICEALLIANCE     ,4,1999.14,1999.14,189.92,41795.67089,4273,1999.14,Images\AR_1_207006_4273.pdf,
1,203917,City of Seattle DOT      ,41722,SERVICEALLIANCE     ,4,4398.16,4398.16,417.82,41795.67089,7340,4398.16,Images\AR_1_203917_7340.pdf,
1,210387,MADISON LAKE FOREST PARK ,41722,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,827,688,Images\AR_1_210387_827.pdf,
1,218195,WESTLAKE UNION CENTER    ,41722,SERVICEALLIANCE     ,4,803.42,803.42,76.32,41795.67089,1419,803.42,Images\AR_1_218195_1419.pdf,
1,205497,Eastridge Christian Churc,41722,SERVICEALLIANCE     ,4,4051.34,4051.34,384.88,41795.67089,6657,4051.34,Images\AR_1_205497_6657.pdf,
1,217362,Tukwila School District  ,41722,SERVICEALLIANCE     ,4,2621.08,2621.08,249,41795.67089,8353,2621.08,Images\AR_1_217362_8353.pdf,
1,221129,Pacific Blue Contracting ,41722,SERVICEALLIANCE     ,4,2549.24,2549.24,242.18,41795.67089,5565,2549.24,Images\AR_1_221129_5565.pdf,
1,202819,CBRE                     ,41722,SERVICEALLIANCE     ,4,431.16,431.16,40.96,41795.67089,2126,431.16,Images\AR_1_202819_2126.pdf,
1,218579,Washington Property Group,41722,SERVICEALLIANCE     ,4,1299.02,1299.02,123.4,41795.67089,6984,1299.02,Images\AR_1_218579_6984.pdf,
1,218875,World Vision Inc         ,41722,SERVICEALLIANCE     ,4,1887.96,1887.96,179.36,41795.67089,8044,1887.96,Images\AR_1_218875_8044.pdf,
1,200539,AMERISTAR MEATS          ,41722,SERVICEALLIANCE     ,4,998,998,94.82,41795.67089,1612,998,Images\AR_1_200539_1612.pdf,
1,205719,Escala                   ,41722,SERVICEALLIANCE     ,4,414,414,39.34,41795.67089,9088,414,Images\AR_1_205719_9088.pdf,
1,214769,SCIDPDA                  ,41722,SERVICEALLIANCE     ,4,1151.14,1151.14,109.36,41795.67089,7256,1151.14,Images\AR_1_214769_7256.pdf,
1,210944,Madison Marquette Retail ,41722,SERVICEALLIANCE     ,4,634.26,634.26,60.26,41795.67089,2223,634.26,Images\AR_1_210944_2223.pdf,
1,219597,Seattle Pacific Industrie,41722,SERVICEALLIANCE     ,4,204079.4,2276.6,216.28,41795.67089,9218,204079.4,Images\AR_1_219597_9218.pdf,
1,218359,WORLD VISION C/O CBRE    ,41722,SERVICEALLIANCE     ,4,2499.98,2499.98,237.5,41795.67089,5308,2499.98,Images\AR_1_218359_5308.pdf,
1,201248,Arden Realty Inc The Plaz,41722,SERVICEALLIANCE     ,4,1358.92,1358.92,129.1,41795.67089,1981,1358.92,Images\AR_1_201248_1981.pdf,
1,211968,Neil Walter Company      ,41722,SERVICEALLIANCE     ,4,1268,1268,120.46,41795.67089,9646,1268,Images\AR_1_211968_9646.pdf,
1,211968,Neil Walter Company      ,41722,SERVICEALLIANCE     ,4,1862,1862,176.9,41795.67089,8171,1862,Images\AR_1_211968_8171.pdf,
1,205666,Environmental Services #1,41722,SERVICEALLIANCE     ,4,252,252,23.94,41795.67089,7930,252,Images\AR_1_205666_7930.pdf,
1,218573,Washington Floral        ,41722,SERVICEALLIANCE     ,4,3993.88,3993.88,379.42,41795.67089,6736,3993.88,Images\AR_1_218573_6736.pdf,
1,211622,Mutual Of Enumclaw Main  ,41722,SERVICEALLIANCE     ,4,969.84,969.84,83.4,41795.67089,8838,969.84,Images\AR_1_211622_8838.pdf,
1,207979,Idaho National Lab       ,41722,SERVICEALLIANCE     ,4,3378.96,3378.96,297.34,41795.67089,55,3378.96,Images\AR_1_207979_55.pdf,
1,213427,Pierce County Fire Dist 5,41722,SERVICEALLIANCE     ,4,2631.84,2631.84,223.7,41795.67089,4389,2631.84,Images\AR_1_213427_4389.pdf,
1,213427,Pierce County Fire Dist 5,41722,SERVICEALLIANCE     ,4,504,504,42.84,41795.67089,2514,504,Images\AR_1_213427_2514.pdf,
1,217258,Ensocare                 ,41723,SERVICEALLIANCE     ,4,2332.56,2332.56,221.6,41795.67089,427,2332.56,Images\AR_1_217258_427.pdf,
1,201489,BE Aerospace Bldg 2      ,41723,SERVICEALLIANCE     ,4,10595.48,10595.48,911.22,41795.67089,7082,10595.48,Images\AR_1_201489_7082.pdf,
1,210900,Mukilteo School District ,41723,SERVICEALLIANCE     ,4,1530,1530,145.36,41795.67089,6790,1530,Images\AR_1_210900_6790.pdf,
1,210900,Mukilteo School District ,41723,SERVICEALLIANCE     ,4,2519,2519,239.3,41795.67089,1850,2519,Images\AR_1_210900_1850.pdf,
1,201475,BAY VISTA                ,41723,SERVICEALLIANCE     ,4,3816.6,3816.6,362.58,41795.67089,4637,3816.6,Images\AR_1_201475_4637.pdf,
1,200100,2201 Enso Venture LLC    ,41723,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,5476,688,Images\AR_1_200100_5476.pdf,
1,209470,King County Solid Waste  ,41723,SERVICEALLIANCE     ,4,1120,1120,96.32,41795.67089,9535,1120,Images\AR_1_209470_9535.pdf,
1,200119,36TH & GRAHAM ST ASSOC   ,41723,SERVICEALLIANCE     ,4,6807.08,7394.06,702.44,41795.67089,866,6807.08,Images\AR_1_200119_866.pdf,
1,211970,Nelson Orthodontics      ,41723,SERVICEALLIANCE     ,4,448,448,42.56,41795.67089,4824,448,Images\AR_1_211970_4824.pdf,
1,206018,FOURTH AVENUE ASSOCIATES ,41723,SERVICEALLIANCE     ,4,330,330,31.36,41795.67089,6896,330,Images\AR_1_206018_6896.pdf,
1,218067,WASHINGTON R/E HOLDINGS  ,41723,SERVICEALLIANCE     ,4,6266,6266,576.48,41795.67089,1527,6266,Images\AR_1_218067_1527.pdf,
1,219665,Lake Washington School Di,41723,SERVICEALLIANCE     ,4,1880,1880,178.6,41795.67089,6350,1880,Images\AR_1_219665_6350.pdf,
