CustGroup,Customer,CustomerName,TransactionDate,InvoiceDescription,DetailLineCount,AmountDue,OriginalAmount,Tax,CollectedCheckDate,CollectedCheckNumber,CollectedCheckAmount,CollectedImage,Notes
101,211613,Murphy Mechanical Service,41716,SERVICEALLIANCE     ,4,234.5,234.5,22.28,41795.67089,967,234.5,Images\AR_201_211613_967.pdf,
101,209419,Kidder Mathews - BPCC    ,41716,SERVICEALLIANCE     ,4,2228.82,2228.82,211.74,41795.67089,742,2228.82,Images\AR_201_209419_742.pdf,
101,200424,ALDERWOOD                ,41716,SERVICEALLIANCE     ,4,6433.5,6433.5,611.18,41795.67089,9370,6433.5,Images\AR_201_200424_9370.pdf,
101,200823,Ace Hardware #4484       ,41716,SERVICEALLIANCE     ,4,869,869,82.56,41795.67089,217,869,Images\AR_201_200823_217.pdf,
101,201040,Aluma Systems            ,41716,SERVICEALLIANCE     ,4,448,448,42.56,41795.67089,398,448,Images\AR_201_201040_398.pdf,
101,201222,Arden Realty Inc Canyon P,41716,SERVICEALLIANCE     ,4,5080.66,5080.66,482.66,41795.67089,1399,5080.66,Images\AR_201_201222_1399.pdf,
101,202066,Banner Bank              ,41716,SERVICEALLIANCE     ,4,476,476,41.42,41795.67089,9400,476,Images\AR_201_202066_9400.pdf,
101,210163,Limited Brands Invoice Pr,41716,SERVICEALLIANCE     ,4,354,354,33.64,41795.67089,3006,354,Images\AR_201_210163_3006.pdf,
101,203956,Clark Nuber PS           ,41716,SERVICEALLIANCE     ,4,453.5,453.5,43.08,41795.67089,6861,453.5,Images\AR_201_203956_6861.pdf,
101,204069,Comcast Cable Company    ,41716,SERVICEALLIANCE     ,4,212,212,18.02,41795.67089,7225,212,Images\AR_201_204069_7225.pdf,
101,213366,Peter Horvitz            ,41716,SERVICEALLIANCE     ,4,1906.5,1906.5,181.12,41795.67089,6019,1906.5,Images\AR_201_213366_6019.pdf,
101,202807,CBRE                     ,41716,SERVICEALLIANCE     ,4,4036,4036,383.42,41795.67089,5196,4036,Images\AR_201_202807_5196.pdf,
101,202811,CBRE                     ,41716,SERVICEALLIANCE     ,4,3633.5,3633.5,345.18,41795.67089,4172,3633.5,Images\AR_201_202811_4172.pdf,
101,211408,Mike Dodds               ,41716,SERVICEALLIANCE     ,4,236,236,20.54,41795.67089,4881,236,Images\AR_201_211408_4881.pdf,
101,211457,Minerallac Company       ,41716,SERVICEALLIANCE     ,4,528.5,528.5,50.2,41795.67089,9990,528.5,Images\AR_201_211457_9990.pdf,
101,212587,PAROSCIENTIFIC           ,41716,SERVICEALLIANCE     ,4,1517.5,1517.5,144.16,41795.67089,4401,1517.5,Images\AR_201_212587_4401.pdf,
101,215692,Seattle Mariners         ,41716,SERVICEALLIANCE     ,4,1331.5,1331.5,126.5,41795.67089,8425,1331.5,Images\AR_201_215692_8425.pdf,
101,215902,Skagit County Fire Distri,41716,SERVICEALLIANCE     ,4,593,593,50.4,41795.67089,1624,593,Images\AR_201_215902_1624.pdf,
101,215946,Snohomish County Fire    ,41716,SERVICEALLIANCE     ,4,1245,1245,118.28,41795.67089,6046,1245,Images\AR_201_215946_6046.pdf,
101,215946,Snohomish County Fire    ,41716,SERVICEALLIANCE     ,4,1487,1487,141.26,41795.67089,518,1487,Images\AR_201_215946_518.pdf,
101,215946,Snohomish County Fire    ,41716,SERVICEALLIANCE     ,4,2185.5,2185.5,207.62,41795.67089,53,2185.5,Images\AR_201_215946_53.pdf,
101,208425,JOHN PIETROMONACO        ,41716,SERVICEALLIANCE     ,4,3238,3238,307.62,41795.67089,1983,3238,Images\AR_201_208425_1983.pdf,
101,215946,Snohomish County Fire    ,41716,SERVICEALLIANCE     ,4,522.16,522.16,49.6,41795.67089,2151,522.16,Images\AR_201_215946_2151.pdf,
101,216111,St Theresa's Parish      ,41716,SERVICEALLIANCE     ,4,2233,2233,212.14,41795.67089,8271,2233,Images\AR_201_216111_8271.pdf,
101,208904,Jones Lang LaSalle       ,41716,SERVICEALLIANCE     ,4,1894.5,1894.5,179.98,41795.67089,2919,1894.5,Images\AR_201_208904_2919.pdf,
101,208904,Jones Lang LaSalle       ,41716,SERVICEALLIANCE     ,4,2187,2187,207.76,41795.67089,5120,2187,Images\AR_201_208904_5120.pdf,
101,208904,Jones Lang LaSalle       ,41716,SERVICEALLIANCE     ,4,1206,1206,114.58,41795.67089,4145,1206,Images\AR_201_208904_4145.pdf,
101,208507,JSH PROPERTIES           ,41716,SERVICEALLIANCE     ,4,9599,9599,911.9,41795.67089,2905,9599,Images\AR_201_208507_2905.pdf,
101,218863,Woodinville Fire & Rescue,41716,SERVICEALLIANCE     ,4,2411,2411,229.04,41795.67089,6071,2411,Images\AR_201_218863_6071.pdf,
101,218863,Woodinville Fire & Rescue,41716,SERVICEALLIANCE     ,4,387.5,387.5,33.32,41795.67089,700,387.5,Images\AR_201_218863_700.pdf,
101,218863,Woodinville Fire & Rescue,41716,SERVICEALLIANCE     ,4,546,546,51.88,41795.67089,4866,546,Images\AR_201_218863_4866.pdf,
101,202799,CBRE                     ,41716,SERVICEALLIANCE     ,4,2029,2029,192.76,41795.67089,2824,2029,Images\AR_201_202799_2824.pdf,
101,207886,INN AT THE MARKET        ,41717,SERVICEALLIANCE     ,4,8060,8060,765.7,41795.67089,1411,8060,Images\AR_201_207886_1411.pdf,
101,210964,Mailhandlers             ,41717,SERVICEALLIANCE     ,4,4846.14,4846.14,460.38,41795.67089,2357,4846.14,Images\AR_201_210964_2357.pdf,
101,211108,Martin Smith Inc.        ,41717,SERVICEALLIANCE     ,4,3182.24,3182.24,302.32,41795.67089,4722,3182.24,Images\AR_201_211108_4722.pdf,
101,201489,BE Aerospace Bldg 2      ,41717,SERVICEALLIANCE     ,4,3128,3128,269,41795.67089,8538,3128,Images\AR_201_201489_8538.pdf,
101,215547,Sandwich SC LLC          ,41717,SERVICEALLIANCE     ,4,1637.7,1637.7,155.58,41795.67089,7800,1637.7,Images\AR_201_215547_7800.pdf,
101,218767,Whole Foods              ,41717,SERVICEALLIANCE     ,4,3063.88,3063.88,291.06,41795.67089,1111,3063.88,Images\AR_201_218767_1111.pdf,
101,219693,Amy Lee                  ,41717,SERVICEALLIANCE     ,4,849.04,905,85.98,41795.67089,658,849.04,Images\AR_201_219693_658.pdf,
101,209470,King County Solid Waste  ,41717,SERVICEALLIANCE     ,4,3978.88,3978.88,342.18,41795.67089,178,3978.88,Images\AR_201_209470_178.pdf,
101,209699,LBA Realty BPCC-R2364    ,41717,SERVICEALLIANCE     ,4,3679.5,3679.5,349.56,41795.67089,6678,3679.5,Images\AR_201_209699_6678.pdf,
101,205719,Escala                   ,41717,SERVICEALLIANCE     ,4,2529.58,2529.58,240.32,41795.67089,5743,2529.58,Images\AR_201_205719_5743.pdf,
101,212972,PRO SPORTS CLUB          ,41717,SERVICEALLIANCE     ,4,2542,2542,241.5,41795.67089,4075,2542,Images\AR_201_212972_4075.pdf,
101,207802,IBEW Local 46            ,41717,SERVICEALLIANCE     ,4,788.02,788.02,74.86,41795.67089,3607,788.02,Images\AR_201_207802_3607.pdf,
101,201256,Arden Realty Inc Willow C,41717,SERVICEALLIANCE     ,4,2434.64,2434.64,231.3,41795.67089,2581,2434.64,Images\AR_201_201256_2581.pdf,
101,216298,Summit REIT Inc          ,41717,SERVICEALLIANCE     ,4,1530,1530,145.36,41795.67089,3330,1530,Images\AR_201_216298_3330.pdf,
101,207467,Hannah Property LLC      ,41717,SERVICEALLIANCE     ,4,671.5,671.5,63.8,41795.67089,5980,671.5,Images\AR_201_207467_5980.pdf,
101,221131,Cory Sparling            ,41717,SERVICEALLIANCE     ,4,520.8,520.8,49.48,41795.67089,4248,520.8,Images\AR_201_221131_4248.pdf,
101,204199,Cory Sparling            ,41717,SERVICEALLIANCE     ,4,263.78,263.78,25.06,41795.67089,6967,263.78,Images\AR_201_204199_6967.pdf,
101,204199,Cory Sparling            ,41717,SERVICEALLIANCE     ,4,1043.7,1043.7,99.16,41795.67089,746,1043.7,Images\AR_201_204199_746.pdf,
101,202115,Bastyr University        ,41717,SERVICEALLIANCE     ,4,2561.36,2561.36,243.32,41795.67089,886,2561.36,Images\AR_201_202115_886.pdf,
101,214943,SHAREHOUSE               ,41717,SERVICEALLIANCE     ,4,4075,4075,342.3,41795.67089,1138,4075,Images\AR_201_214943_1138.pdf,
101,217831,Vancouver Clinic         ,41717,SERVICEALLIANCE     ,4,12575,12575,1056.3,41795.67089,5288,12575,Images\AR_201_217831_5288.pdf,
101,201198,Archbishop Murphy High Sc,41717,SERVICEALLIANCE     ,4,12193,12193,1158.34,41795.67089,5488,12193,Images\AR_201_201198_5488.pdf,
101,206834,Gateway Construction     ,41717,SERVICEALLIANCE     ,4,19956,19956,1895.82,41795.67089,4230,19956,Images\AR_201_206834_4230.pdf,
101,212025,Nexus Properties         ,41717,SERVICEALLIANCE     ,4,11108,11108,955.28,41795.67089,7781,11108,Images\AR_201_212025_7781.pdf,
101,205334,EMP                      ,41717,SERVICEALLIANCE     ,4,1234,1234,117.24,41795.67089,9281,1234,Images\AR_201_205334_9281.pdf,
101,214769,SCIDPDA                  ,41717,SERVICEALLIANCE     ,4,750,750,71.26,41795.67089,4448,750,Images\AR_201_214769_4448.pdf,
101,203974,Clise Properties         ,41717,SERVICEALLIANCE     ,4,926,926,87.98,41795.67089,7561,926,Images\AR_201_203974_7561.pdf,
101,204043,Columbia Center Property ,41717,SERVICEALLIANCE     ,4,2888,2888,274.36,41795.67089,9258,2888,Images\AR_201_204043_9258.pdf,
101,207826,IEC                      ,40987,SERVICEALLIANCE     ,4,7482.76,8282.76,770.3,41795.67089,3694,7482.76,Images\AR_201_207826_3694.pdf,
101,206690,GRAMOR DEVELOPMENT       ,41717,SERVICEALLIANCE     ,4,904,904,84.98,41795.67089,8960,904,Images\AR_201_206690_8960.pdf,
101,201542,BELLEVUE PACIFIC TOWER   ,41718,SERVICEALLIANCE     ,4,5606,5606,532.58,41795.67089,6406,5606,Images\AR_201_201542_6406.pdf,
101,200112,307 Westlake             ,41718,SERVICEALLIANCE     ,4,4291.2,4291.2,407.66,41795.67089,4478,4291.2,Images\AR_201_200112_4478.pdf,
101,218599,Watchguard               ,41718,SERVICEALLIANCE     ,4,1567.82,1567.82,148.94,41795.67089,9261,1567.82,Images\AR_201_218599_9261.pdf,
101,200151,507 Northgate Apartments ,41718,SERVICEALLIANCE     ,4,5683,5683,539.88,41795.67089,7421,5683,Images\AR_201_200151_7421.pdf,
101,217994,WALLACE PROPERTIES       ,41718,SERVICEALLIANCE     ,4,6958,6958,661.02,41795.67089,5759,6958,Images\AR_201_217994_5759.pdf,
101,200958,Alexandria Real Estate Eq,41718,SERVICEALLIANCE     ,6,47515.18,56272.54,208.9,41795.67089,7375,47515.18,Images\AR_201_200958_7375.pdf,
101,200958,Alexandria Real Estate Eq,41718,SERVICEALLIANCE     ,6,249008.22,280175.8,190,41795.67089,877,249008.22,Images\AR_201_200958_877.pdf,
101,203572,Cascade Commerce Park    ,41718,SERVICEALLIANCE     ,4,2813.64,2813.64,267.3,41795.67089,3390,2813.64,Images\AR_201_203572_3390.pdf,
101,200684,ASTORIA CONDOS           ,41718,SERVICEALLIANCE     ,4,1769,1769,168.06,41795.67089,2940,1769,Images\AR_201_200684_2940.pdf,
101,200684,ASTORIA CONDOS           ,41718,SERVICEALLIANCE     ,4,3817,3817,362.62,41795.67089,1892,3817,Images\AR_201_200684_1892.pdf,
101,204947,Development Services of A,41718,SERVICEALLIANCE     ,4,13082,13082,1242.8,41795.67089,5862,13082,Images\AR_201_204947_5862.pdf,
101,206543,GENERAL BIODIESEL        ,41718,SERVICEALLIANCE     ,4,25000,25000,2375,41795.67089,5794,25000,Images\AR_201_206543_5794.pdf,
101,207643,Highline School District ,41718,SERVICEALLIANCE     ,4,1084.76,1084.76,103.06,41795.67089,1438,1084.76,Images\AR_201_207643_1438.pdf,
101,221159,CPUSI Co Investment Cayma,41718,SERVICEALLIANCE     ,4,809.44,809.44,76.9,41795.67089,8478,809.44,Images\AR_201_221159_8478.pdf,
101,209927,LabCorp                  ,41718,SERVICEALLIANCE     ,4,3580.98,3580.98,340.2,41795.67089,8775,3580.98,Images\AR_201_209927_8775.pdf,
101,217331,Trilogy Cedar Lodge      ,41718,SERVICEALLIANCE     ,4,71.96,431,37.06,41795.67089,8325,71.96,Images\AR_201_217331_8325.pdf,
101,215518,Salvation Army           ,41718,SERVICEALLIANCE     ,4,2432.34,2432.34,231.08,41795.67089,2339,2432.34,Images\AR_201_215518_2339.pdf,
101,215518,Salvation Army           ,41718,SERVICEALLIANCE     ,4,4801.66,4801.66,456.16,41795.67089,3780,4801.66,Images\AR_201_215518_3780.pdf,
101,209589,LA Fitness               ,41718,SERVICEALLIANCE     ,4,3163.2,4744.6,450.74,41795.67089,6994,3163.2,Images\AR_201_209589_6994.pdf,
101,203856,City of Bellevue         ,41718,SERVICEALLIANCE     ,4,4000,4000,380,41795.67089,8611,4000,Images\AR_201_203856_8611.pdf,
101,209520,Koehler & Company        ,41718,SERVICEALLIANCE     ,4,932,932,88.54,41795.67089,2645,932,Images\AR_201_209520_2645.pdf,
101,218348,WOODINVILLE WASTE        ,41718,SERVICEALLIANCE     ,4,920.16,920.16,87.42,41795.67089,716,920.16,Images\AR_201_218348_716.pdf,
101,218863,Woodinville Fire & Rescue,41718,SERVICEALLIANCE     ,4,1329.38,1329.38,126.3,41795.67089,1947,1329.38,Images\AR_201_218863_1947.pdf,
101,207588,Helly Hansen             ,41718,SERVICEALLIANCE     ,4,1181,1181,112.2,41795.67089,9180,1181,Images\AR_201_207588_9180.pdf,
101,211115,Mary Andrews             ,41718,SERVICEALLIANCE     ,4,4770.2,2904.96,275.98,41795.67089,463,4770.2,Images\AR_201_211115_463.pdf,
101,209927,LabCorp                  ,41718,SERVICEALLIANCE     ,4,2817.9,2817.9,267.7,41795.67089,9069,2817.9,Images\AR_201_209927_9069.pdf,
101,208041,Integra Telecom          ,41718,SERVICEALLIANCE     ,4,1852,1852,175.94,41795.67089,5489,1852,Images\AR_201_208041_5489.pdf,
101,212587,PAROSCIENTIFIC           ,41718,SERVICEALLIANCE     ,4,2000,2000,190,41795.67089,1116,2000,Images\AR_201_212587_1116.pdf,
101,200958,Alexandria Real Estate Eq,41718,SERVICEALLIANCE     ,6,53394.52,60758.28,64.28,41795.67089,595,53394.52,Images\AR_201_200958_595.pdf,
101,217326,Triad Associates         ,41718,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,1733,688,Images\AR_201_217326_1733.pdf,
101,203931,City of Tukwila          ,41718,SERVICEALLIANCE     ,4,746,746,70.88,41795.67089,2050,746,Images\AR_201_203931_2050.pdf,
101,209705,LBA Realty BPCC-R2W333   ,41718,SERVICEALLIANCE     ,4,746,746,70.88,41795.67089,8016,746,Images\AR_201_209705_8016.pdf,
101,214483,Rock Bottom Brewery      ,41718,SERVICEALLIANCE     ,4,746,746,70.88,41795.67089,2963,746,Images\AR_201_214483_2963.pdf,
101,206543,GENERAL BIODIESEL        ,41718,SERVICEALLIANCE     ,4,11000,11000,1045,41795.67089,2335,11000,Images\AR_201_206543_2335.pdf,
101,215400,SUNSET WEST CONDOS       ,41718,SERVICEALLIANCE     ,4,96000,96000,9120,41795.67089,5846,96000,Images\AR_201_215400_5846.pdf,
101,209972,Lakha Properties - Kirkla,41718,SERVICEALLIANCE     ,4,1267.34,1267.34,120.4,41795.67089,3084,1267.34,Images\AR_201_209972_3084.pdf,
101,202811,CBRE                     ,41718,SERVICEALLIANCE     ,4,3633.5,3633.5,345.18,41795.67089,7247,3633.5,Images\AR_201_202811_7247.pdf,
101,201198,Archbishop Murphy High Sc,41718,SERVICEALLIANCE     ,4,4096.5,4661,442.8,41795.67089,7277,4096.5,Images\AR_201_201198_7277.pdf,
101,200823,Ace Hardware #4484       ,41718,SERVICEALLIANCE     ,4,784.5,784.5,74.52,41795.67089,4165,784.5,Images\AR_201_200823_4165.pdf,
101,200823,Ace Hardware #4484       ,41718,SERVICEALLIANCE     ,4,629,629,59.76,41795.67089,6945,629,Images\AR_201_200823_6945.pdf,
101,201225,Arden Realty Inc Canyon P,41718,SERVICEALLIANCE     ,4,3302,3302,313.7,41795.67089,9449,3302,Images\AR_201_201225_9449.pdf,
101,214769,SCIDPDA                  ,41718,SERVICEALLIANCE     ,4,6619,6619,628.8,41795.67089,3911,6619,Images\AR_201_214769_3911.pdf,
101,201217,Arden Realty Inc Canyon P,41718,SERVICEALLIANCE     ,4,5443.34,5443.34,517.12,41795.67089,3781,5443.34,Images\AR_201_201217_3781.pdf,
101,207343,Holland America Cruise Li,41718,SERVICEALLIANCE     ,4,2500,2500,237.5,41795.67089,3355,2500,Images\AR_201_207343_3355.pdf,
101,209227,KORRY ELECTRONICS        ,41718,SERVICEALLIANCE     ,4,53752,53752,5106.44,41795.67089,5071,53752,Images\AR_201_209227_5071.pdf,
101,213390,PhenoPath Laboratories   ,41718,SERVICEALLIANCE     ,4,1116,1116,106.02,41795.67089,9407,1116,Images\AR_201_213390_9407.pdf,
101,215944,Snohomish County         ,41718,SERVICEALLIANCE     ,4,6949,6949,597.62,41795.67089,1477,6949,Images\AR_201_215944_1477.pdf,
101,215946,Snohomish County Fire    ,41718,SERVICEALLIANCE     ,4,1534,1534,145.74,41795.67089,1503,1534,Images\AR_201_215946_1503.pdf,
101,215946,Snohomish County Fire    ,41718,SERVICEALLIANCE     ,4,989.5,989.5,94,41795.67089,4890,989.5,Images\AR_201_215946_4890.pdf,
101,215946,Snohomish County Fire    ,41718,SERVICEALLIANCE     ,4,4046,4046,384.38,41795.67089,7461,4046,Images\AR_201_215946_7461.pdf,
101,200161,5th & Madison            ,41718,SERVICEALLIANCE     ,4,717.34,717.34,68.14,41795.67089,4786,717.34,Images\AR_201_200161_4786.pdf,
101,200150,505 UNION STATION LLC    ,41718,SERVICEALLIANCE     ,4,17313.5,17313.5,1644.78,41795.67089,1354,17313.5,Images\AR_201_200150_1354.pdf,
101,200150,505 UNION STATION LLC    ,41718,SERVICEALLIANCE     ,4,10089,10089,958.46,41795.67089,7508,10089,Images\AR_201_200150_7508.pdf,
101,202799,CBRE                     ,41718,SERVICEALLIANCE     ,4,7584,7584,720.48,41795.67089,7707,7584,Images\AR_201_202799_7707.pdf,
101,218106,WBRPI                    ,41719,SERVICEALLIANCE     ,4,7381.26,7381.26,701.22,41795.67089,7135,7381.26,Images\AR_201_218106_7135.pdf,
101,217994,WALLACE PROPERTIES       ,41719,SERVICEALLIANCE     ,4,5017,5017,476.62,41795.67089,2862,5017,Images\AR_201_217994_2862.pdf,
101,201047,Ambassador II            ,41719,SERVICEALLIANCE     ,4,2578,2578,244.92,41795.67089,7643,2578,Images\AR_201_201047_7643.pdf,
101,202823,CBRE                     ,41719,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,1584,688,Images\AR_201_202823_1584.pdf,
101,206284,FlightSafety Internationa,41719,SERVICEALLIANCE     ,4,499.5,499.5,47.46,41795.67089,8096,499.5,Images\AR_201_206284_8096.pdf,
101,217855,Verity Credit Union      ,41719,SERVICEALLIANCE     ,4,2442.66,2442.66,232.06,41795.67089,5739,2442.66,Images\AR_201_217855_5739.pdf,
101,208513,JSH Properties           ,41719,SERVICEALLIANCE     ,4,3294,3294,312.94,41795.67089,6871,3294,Images\AR_201_208513_6871.pdf,
101,218595,Waste Management         ,41719,SERVICEALLIANCE     ,4,622.06,622.06,59.1,41795.67089,96,622.06,Images\AR_201_218595_96.pdf,
101,218767,Whole Foods              ,41719,SERVICEALLIANCE     ,4,1056,1056,100.32,41795.67089,8483,1056,Images\AR_201_218767_8483.pdf,
101,210312,Lydig Construction       ,41719,SERVICEALLIANCE     ,4,299.4,299.4,28.44,41795.67089,4969,299.4,Images\AR_201_210312_4969.pdf,
101,201225,Arden Realty Inc Canyon P,41719,SERVICEALLIANCE     ,4,304,304,28.88,41795.67089,8354,304,Images\AR_201_201225_8354.pdf,
101,213655,Puget Sound Energy       ,41719,SERVICEALLIANCE     ,4,1912.92,1912.92,168.34,41795.67089,8709,1912.92,Images\AR_201_213655_8709.pdf,
101,212515,Pacific Office Automation,41719,SERVICEALLIANCE     ,4,551,551,52.34,41795.67089,6197,551,Images\AR_201_212515_6197.pdf,
101,206809,Garner Property Managemen,41719,SERVICEALLIANCE     ,4,688,688,65.36,41795.67089,1311,688,Images\AR_201_206809_1311.pdf,
101,206809,Garner Property Managemen,41719,SERVICEALLIANCE     ,4,2318.26,2318.26,220.24,41795.67089,6193,2318.26,Images\AR_201_206809_6193.pdf,
101,218767,Whole Foods              ,41719,SERVICEALLIANCE     ,4,905,905,85.98,41795.67089,2872,905,Images\AR_201_218767_2872.pdf,
101,214769,SCIDPDA                  ,41719,SERVICEALLIANCE     ,4,528.14,528.14,50.18,41795.67089,8115,528.14,Images\AR_201_214769_8115.pdf,
101,201911,BREMERTON GARDEN APARTMEN,41719,SERVICEALLIANCE     ,4,859.16,859.16,74.74,41795.67089,52,859.16,Images\AR_201_201911_52.pdf,
101,201317,Ashton Development       ,41719,SERVICEALLIANCE     ,4,19472.96,551,52.34,41795.67089,7673,19472.96,Images\AR_201_201317_7673.pdf,
101,211503,Montclare Condominiums   ,41719,SERVICEALLIANCE     ,4,835,835,79.32,41795.67089,6495,835,Images\AR_201_211503_6495.pdf,
101,207676,Hoffman Construction     ,41719,SERVICEALLIANCE     ,4,1133.62,1133.62,107.7,41795.67089,5222,1133.62,Images\AR_201_207676_5222.pdf,
101,207785,Husky Terminal           ,41719,SERVICEALLIANCE     ,4,1603.9,1603.9,152.38,41795.67089,9242,1603.9,Images\AR_201_207785_9242.pdf,
101,201084,Ammex                    ,41719,SERVICEALLIANCE     ,4,1837.35,1883.54,178.94,41795.67089,3840,1837.35,Images\AR_201_201084_3840.pdf,
101,201261,Arden Realty Inc Willows ,41719,SERVICEALLIANCE     ,4,2134,2134,202.74,41795.67089,151,2134,Images\AR_201_201261_151.pdf,
101,218896,XO Communications        ,41719,SERVICEALLIANCE     ,4,2203.5,2203.5,209.34,41795.67089,1532,2203.5,Images\AR_201_218896_1532.pdf,
101,205476,Eagle Marine Services Ltd,41719,SERVICEALLIANCE     ,4,1587.32,1587.32,150.8,41795.67089,3291,1587.32,Images\AR_201_205476_3291.pdf,
101,209469,King County Roads        ,41719,SERVICEALLIANCE     ,4,1220.66,1220.66,115.96,41795.67089,3048,1220.66,Images\AR_201_209469_3048.pdf,
101,212515,Pacific Office Automation,41719,SERVICEALLIANCE     ,4,5751.86,5751.86,546.42,41795.67089,2774,5751.86,Images\AR_201_212515_2774.pdf,
101,209700,LBA Realty BPCC-R2365    ,41719,SERVICEALLIANCE     ,4,1270.66,1270.66,120.72,41795.67089,4497,1270.66,Images\AR_201_209700_4497.pdf,
101,209419,Kidder Mathews - BPCC    ,41719,SERVICEALLIANCE     ,4,2336.92,2336.92,222,41795.67089,3671,2336.92,Images\AR_201_209419_3671.pdf,
101,206284,FlightSafety Internationa,41719,SERVICEALLIANCE     ,4,568,568,53.96,41795.67089,2431,568,Images\AR_201_206284_2431.pdf,
101,214943,SHAREHOUSE               ,41719,SERVICEALLIANCE     ,4,518,518,43.52,41795.67089,1346,518,Images\AR_201_214943_1346.pdf,
101,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,3050,3050,289.76,41795.67089,7877,3050,Images\AR_201_217821_7877.pdf,
101,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,3490,3490,331.56,41795.67089,4495,3490,Images\AR_201_217821_4495.pdf,
101,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,1602,1602,152.2,41795.67089,159,1602,Images\AR_201_217821_159.pdf,
101,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,1602,1602,152.2,41795.67089,7145,1602,Images\AR_201_217821_7145.pdf,
101,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,1750,1750,166.26,41795.67089,533,1750,Images\AR_201_217821_533.pdf,
101,217821,Valley Medical Center    ,41719,SERVICEALLIANCE     ,4,10500,10500,997.5,41795.67089,9778,10500,Images\AR_201_217821_9778.pdf,
101,207006,Grandview Condos         ,41719,SERVICEALLIANCE     ,4,1452.52,1452.52,137.98,41795.67089,5364,1452.52,Images\AR_201_207006_5364.pdf,
101,206284,FlightSafety Internationa,41719,SERVICEALLIANCE     ,4,619.5,619.5,58.86,41795.67089,1296,619.5,Images\AR_201_206284_1296.pdf,
101,218383,WSU - Puyallup Research  ,41719,SERVICEALLIANCE     ,4,4381.84,4381.84,411.9,41795.67089,43,4381.84,Images\AR_201_218383_43.pdf,
101,218743,Weyerhaeuser Company    R,41719,SERVICEALLIANCE     ,4,3636,3636,287.24,41795.67089,3334,3636,Images\AR_201_218743_3334.pdf,
101,204928,Dept of Ecology Bldg Svcs,41719,SERVICEALLIANCE     ,4,2137.06,2137.06,185.92,41795.67089,9733,2137.06,Images\AR_201_204928_9733.pdf,
101,219695,Larry Morrison Constructi,41719,SERVICEALLIANCE     ,4,1266,1266,110.14,41795.67089,6877,1266,Images\AR_201_219695_6877.pdf,
101,210163,Limited Brands Invoice Pr,41719,SERVICEALLIANCE     ,4,2092.86,2092.86,196.72,41795.67089,7407,2092.86,Images\AR_201_210163_7407.pdf,
101,219661,Roberson Building Company,41719,SERVICEALLIANCE     ,4,6294.96,6294.96,598.02,41795.67089,1762,6294.96,Images\AR_201_219661_1762.pdf,
101,206252,First Capital Partners Lt,41719,SERVICEALLIANCE     ,6,822.54,1362.64,85.84,41795.67089,5488,822.54,Images\AR_201_206252_5488.pdf,
101,216910,Tacoma Export Marketing  ,41719,SERVICEALLIANCE     ,4,1046.56,1046.56,99.42,41795.67089,102,1046.56,Images\AR_201_216910_102.pdf,
101,205501,Eastside Catholic High Sc,41722,SERVICEALLIANCE     ,4,8094,8094,768.94,41795.67089,818,8094,Images\AR_201_205501_818.pdf,
101,203668,CertainTeed Gypsum       ,41722,SERVICEALLIANCE     ,4,9739.26,9739.26,925.22,41795.67089,6474,9739.26,Images\AR_201_203668_6474.pdf,
101,214091,ROOSEVELT COMMONS        ,41722,SERVICEALLIANCE     ,4,3122,3122,296.6,41795.67089,8803,3122,Images\AR_201_214091_8803.pdf,
101,205476,Eagle Marine Services Ltd,41722,SERVICEALLIANCE     ,4,2970.8,2970.8,282.22,41795.67089,5150,2970.8,Images\AR_201_205476_5150.pdf,
101,215847,Showare Center           ,41722,SERVICEALLIANCE     ,4,2070,2070,196.66,41795.67089,6110,2070,Images\AR_201_215847_6110.pdf,
101,209419,Kidder Mathews - BPCC    ,41722,SERVICEALLIANCE     ,4,2928.5,2928.5,278.2,41795.67089,4946,2928.5,Images\AR_201_209419_4946.pdf,
101,212515,Pacific Office Automation,41722,SERVICEALLIANCE     ,4,924.82,924.82,87.86,41795.67089,812,924.82,Images\AR_201_212515_812.pdf,
101,215518,Salvation Army           ,41722,SERVICEALLIANCE     ,4,2384.72,2384.72,226.54,41795.67089,9427,2384.72,Images\AR_201_215518_9427.pdf,
101,215518,Salvation Army           ,41722,SERVICEALLIANCE     ,4,1676.64,1676.64,159.28,41795.67089,9799,1676.64,Images\AR_201_215518_9799.pdf,
101,205813,Expedia.com              ,41722,SERVICEALLIANCE     ,4,2576.16,2576.16,244.74,41795.67089,2307,2576.16,Images\AR_201_205813_2307.pdf,
101,207006,Grandview Condos         ,41722,SERVICEALLIANCE     ,4,1999.14,1999.14,189.92,41795.67089,6323,1999.14,Images\AR_201_207006_6323.pdf,
101,203917,City of Seattle DOT      ,41722,SERVICEALLIANCE     ,4,4398.16,4398.16,417.82,41795.67089,3817,4398.16,Images\AR_201_203917_3817.pdf,
