"RecordType"|"Company"|"Number"|"VendorGroup"|"Vendor"|"VendorName"|"TransactionDate"|"JCCo"|"Job"|"JobDescription"|"Description"|"DetailLineCount"|"TotalOrigCost"|"TotalOrigTax"|"RemainingAmount"|"RemainingTax"
"PO"|"1"|"1-14156087"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|"  1228-001"|"AMAZON BLOCK 44"|"RENTALS                       "|"1"|"1620.60"|"0.00"|"1620.60"|"0.00"
"PO"|"1"|"1-14156095"|"1"|"50775"|"DORSE & COMPANY INC"|"6/5/2014 12:00:00 AM"|"1"|" 16348-001"|"INTERGATE QUINCY Q2"|"EQUIPMENT                     "|"1"|"1201.00"|"0.00"|"1201.00"|"0.00"
"PO"|"1"|"1-14156102"|"1"|"51049"|"GENERAL SHEET METAL"|"6/5/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"SM FIELD MATERIALS            "|"1"|"2181.00"|"0.00"|"2181.00"|"0.00"
"PO"|"1"|"1-14156105"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/5/2014 12:00:00 AM"|"1"|" 20876-001"|"Country Financial"|"MISC ITEMS                    "|"1"|"99.20"|"0.00"|"99.20"|"0.00"
"PO"|"1"|"1-14156107"|"1"|"50080"|"AIR REPS LLC"|"6/5/2014 12:00:00 AM"|"1"|"  1159-001"|"PYROTEK CORPORATE"|"PLUMBING MATERIALS            "|"1"|"2935.00"|"0.00"|"2935.00"|"0.00"
"PO"|"1"|"1-14156118"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/5/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"PIPING MATERIALS              "|"1"|"906.80"|"0.00"|"179.30"|"0.00"
"PO"|"1"|"1-14156136"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/5/2014 12:00:00 AM"|"1"|" 10773-001"|"STERLING BANK"|"ELECTRICAL MATERIALS          "|"1"|"1165.82"|"0.00"|"128.71"|"0.00"
"PO"|"1"|"1-14156141"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|"  1009-001"|"GENERAL BIODIESEL"|"RENTALS                       "|"1"|"55.85"|"0.00"|"55.85"|"0.00"
"PO"|"1"|"1-14156144"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|"  1110-001"|"AMAZON 635 ELLIOT"|"RENTALS                       "|"1"|"213.53"|"0.00"|"213.53"|"0.00"
"PO"|"1"|"1-14156145"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/5/2014 12:00:00 AM"|"1"|" 20080-001"|"IBM KIKRLAND RELOC"|"ELECTRICAL MATERIALS          "|"1"|"70324.50"|"0.00"|"70324.50"|"0.00"
"PO"|"1"|"1-14156148"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|" 17352-001"|"BOEING CANYON PARK"|"RENTALS                       "|"1"|"235.43"|"0.00"|"235.43"|"0.00"
"PO"|"1"|"1-14156149"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|" 17352-001"|"BOEING CANYON PARK"|"RENTALS                       "|"1"|"235.43"|"0.00"|"235.43"|"0.00"
"PO"|"1"|"1-14156150"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/5/2014 12:00:00 AM"|"1"|" 17332-001"|"WSU CJV BUILDING F"|"PIPING MATERIALS              "|"1"|"1012.65"|"0.00"|"147.58"|"0.00"
"PO"|"1"|"1-14156151"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|" 17352-001"|"BOEING CANYON PARK"|"RENTALS                       "|"1"|"235.43"|"0.00"|"235.43"|"0.00"
"PO"|"1"|"1-14156152"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|" 17352-001"|"BOEING CANYON PARK"|"RENTALS                       "|"1"|"235.43"|"0.00"|"235.43"|"0.00"
"PO"|"1"|"1-14156156"|"1"|"50080"|"AIR REPS LLC"|"6/5/2014 12:00:00 AM"|"1"|"  1111-001"|"SABEY INTERGATE"|"EQUIPMENT                     "|"1"|"776468.00"|"0.00"|"776468.00"|"0.00"
"PO"|"1"|"1-14156158"|"1"|"50080"|"AIR REPS LLC"|"6/5/2014 12:00:00 AM"|"1"|" 17391-001"|"CENTURY SQUARE FL 23"|"HVAC MATERIALS                "|"1"|"1553.00"|"0.00"|"1553.00"|"0.00"
"PO"|"1"|"1-14156159"|"1"|"52648"|"STAR RENTALS"|"6/5/2014 12:00:00 AM"|"1"|"  1110-001"|"AMAZON 635 ELLIOT"|"RENTALS                       "|"1"|"323.03"|"0.00"|"323.03"|"0.00"
"PO"|"1"|"1-14156161"|"1"|"54393"|"JOHNSON CONTROLS INC"|"6/5/2014 12:00:00 AM"|"1"|" 20783-001"|"Oregon Transfer Comp"|"MISC ITEMS                    "|"1"|"800.00"|"0.00"|"800.00"|"0.00"
"PO"|"1"|"1-14157007"|"1"|"50596"|"CONSOLIDATED SUPPLY CO"|"6/6/2014 12:00:00 AM"|"1"|"  1471-001"|"BLOCK 300 CORE REST"|"PLUMBING MATERIALS            "|"1"|"109.24"|"0.00"|"109.24"|"0.00"
"PO"|"1"|"1-14157011"|"1"|"51413"|"JOHNSON AIR PRODUCTS"|"6/6/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"SM FIELD MATERIALS            "|"1"|"176.83"|"0.00"|"176.83"|"0.00"
"PO"|"1"|"1-14157047"|"1"|"51413"|"JOHNSON AIR PRODUCTS"|"6/6/2014 12:00:00 AM"|"1"|"  1441-001"|"HARRISON WEST"|"SM FIELD MATERIALS            "|"1"|"54.48"|"0.00"|"3.00"|"0.00"
"PO"|"1"|"1-14157053"|"1"|"53116"|"WE-MASUDA, GARY"|"6/6/2014 12:00:00 AM"|"1"|" 17385-001"|"HUBBARD BROADCASTING"|"MISC ITEMS                    "|"1"|"38.78"|"0.00"|"38.78"|"0.00"
"PO"|"1"|"1-14157058"|"1"|"51236"|"HERMISTON PLAN CENTER"|"6/6/2014 12:00:00 AM"|"1"|"  8567-001"|"VADATA PDX4 POD 15"|"MISC ITEMS                    "|"1"|"720.00"|"0.00"|"720.00"|"0.00"
"PO"|"1"|"1-14157059"|"1"|"50584"|"CONSEAL CONTAINERS LLC"|"6/6/2014 12:00:00 AM"|"1"|" 17338-001"|"WSU CJV BLDG E"|"RENTALS                       "|"1"|"615.00"|"0.00"|"165.69"|"0.00"
"PO"|"1"|"1-14157063"|"1"|"51857"|"MOTORS & CONTROLS CORP"|"6/6/2014 12:00:00 AM"|"1"|" 18847-001"|"TSD Foster High Scho"|"HVAC MATERIALS                "|"1"|"222.32"|"0.00"|"0.96"|"0.00"
"PO"|"1"|"1-14157066"|"1"|"51857"|"MOTORS & CONTROLS CORP"|"6/6/2014 12:00:00 AM"|"1"|" 18841-001"|"TSD Foster High Scho"|"HVAC MATERIALS                "|"1"|"222.32"|"0.00"|"0.94"|"0.00"
"PO"|"1"|"1-14157088"|"1"|"51408"|"JOHNSON-BARROW, INC."|"6/6/2014 12:00:00 AM"|"1"|" 17340-001"|"LIND ELEMENTARY"|"SM FIELD MATERIALS            "|"1"|"7120.00"|"0.00"|"450.00"|"0.00"
"PO"|"1"|"1-14157094"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"6/6/2014 12:00:00 AM"|"1"|" 19236-001"|"Expedia.com"|"HVAC MATERIALS                "|"1"|"363.24"|"0.00"|"363.24"|"0.00"
"PO"|"1"|"1-14157096"|"1"|"52541"|"SIEMENS INDUSTRY INC"|"6/6/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"EQUIPMENT                     "|"1"|"547.74"|"0.00"|"547.74"|"0.00"
"PO"|"1"|"1-14157098"|"1"|"51274"|"C M HOSKINS CO, INC."|"6/6/2014 12:00:00 AM"|"1"|" 16345-001"|"BROOKS L1 RETIAL TI"|"EQUIPMENT                     "|"1"|"720.00"|"0.00"|"70.40"|"0.00"
"PO"|"1"|"1-14157099"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/6/2014 12:00:00 AM"|"1"|" 10773-001"|"STERLING BANK"|"ELECTRICAL MATERIALS          "|"1"|"550.17"|"0.00"|"19.07"|"0.00"
"PO"|"1"|"1-14157105"|"1"|"54156"|"GARRETT CALLAHAN COMPANY"|"6/6/2014 12:00:00 AM"|"1"|" 20997-001"|"PUGET SOUND PIPE"|"MISC ITEMS                    "|"1"|"3306.90"|"0.00"|"1806.90"|"0.00"
"PO"|"1"|"1-14157111"|"1"|"51443"|"KARN REPAIR SERVICE INC"|"6/6/2014 12:00:00 AM"|"1"|"  1289-001"|"MS PERCEPTIVE PIXEL"|"PIPING MATERIALS              "|"1"|"427.00"|"0.00"|"427.00"|"0.00"
"PO"|"1"|"1-14157112"|"1"|"52648"|"STAR RENTALS"|"6/6/2014 12:00:00 AM"|"1"|" 16353-001"|"TABLEAU SOFTWARE"|"RENTALS                       "|"1"|"470.85"|"0.00"|"470.85"|"0.00"
"PO"|"1"|"1-14157114"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/6/2014 12:00:00 AM"|"1"|"  1246-001"|"ALASKA AIRLINE CON C"|"ELECTRICAL MATERIALS          "|"1"|"85233.90"|"0.00"|"85233.90"|"0.00"
"PO"|"1"|"1-14157122"|"1"|"51856"|"MOTION & FLOW CNTRL PROD"|"6/6/2014 12:00:00 AM"|"1"|" 17000-001"|"UPS Freight Tukwila"|"MISC ITEMS                    "|"1"|"2509.00"|"0.00"|"2509.00"|"0.00"
"PO"|"1"|"1-14157123"|"1"|"52648"|"STAR RENTALS"|"6/6/2014 12:00:00 AM"|"1"|" 20081-001"|"CASCADE LIGHTING"|"RENTALS                       "|"1"|"908.88"|"0.00"|"908.88"|"0.00"
"PO"|"1"|"1-14157125"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/6/2014 12:00:00 AM"|"1"|"  1246-001"|"ALASKA AIRLINE CON C"|"ELECTRICAL MATERIALS          "|"1"|"7955.30"|"0.00"|"7955.30"|"0.00"
"PO"|"1"|"1-14157128"|"1"|"52648"|"STAR RENTALS"|"6/6/2014 12:00:00 AM"|"1"|" 17375-001"|"U OF P UNDERGROUND"|"RENTALS                       "|"1"|"270.00"|"0.00"|"270.00"|"0.00"
"PO"|"1"|"1-14157130"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/6/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"ELECTRICAL MATERIALS          "|"1"|"1998.57"|"0.00"|"120.41"|"0.00"
"PO"|"1"|"1-14157132"|"1"|"52648"|"STAR RENTALS"|"6/6/2014 12:00:00 AM"|"1"|" 17375-001"|"U OF P UNDERGROUND"|"RENTALS                       "|"1"|"270.00"|"0.00"|"270.00"|"0.00"
"PO"|"1"|"1-14157136"|"1"|"51883"|"NC POWER SYSTEMS CO."|"6/6/2014 12:00:00 AM"|"1"|" 17326-001"|"ANDES PROJECT S&C"|"EQUIPMENT                     "|"1"|"10484.50"|"0.00"|"10484.50"|"0.00"
"PO"|"1"|"1-14157141"|"1"|"51115"|"GRAYBAR ELECTRIC"|"6/6/2014 12:00:00 AM"|"1"|" 20084-001"|"SABEY IGQ C4A GH"|"ELECTRICAL MATERIALS          "|"1"|"203996.00"|"0.00"|"203996.00"|"0.00"
"PO"|"1"|"1-14160007"|"1"|"52205"|"PORTLAND WINDUSTRIAL INC"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"PIPING MATERIALS              "|"1"|"2443.85"|"0.00"|"2443.85"|"0.00"
"PO"|"1"|"1-14160027"|"1"|"51236"|"HERMISTON PLAN CENTER"|"6/9/2014 12:00:00 AM"|"1"|" 17368-001"|"VADATA PDX-52 POD"|"MISC ITEMS                    "|"1"|"60.00"|"0.00"|"60.00"|"0.00"
"PO"|"1"|"1-14160033"|"1"|"51052"|"GENSCO INC"|"6/9/2014 12:00:00 AM"|"1"|"  1289-001"|"MS PERCEPTIVE PIXEL"|"SM FIELD MATERIALS            "|"1"|"225.26"|"0.00"|"225.26"|"0.00"
"PO"|"1"|"1-14160035"|"1"|"51052"|"GENSCO INC"|"6/9/2014 12:00:00 AM"|"1"|" 17367-001"|"MS PPI TOOL INSTALL"|"SM FIELD MATERIALS            "|"1"|"83.31"|"0.00"|"83.31"|"0.00"
"PO"|"1"|"1-14160043"|"1"|"52941"|"VWR INTERNATIONAL LLC"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"ELECTRICAL MATERIALS          "|"1"|"1135.00"|"0.00"|"1135.00"|"0.00"
"PO"|"1"|"1-14160047"|"1"|"52648"|"STAR RENTALS"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"RENTALS                       "|"1"|"700.00"|"0.00"|"700.00"|"0.00"
"PO"|"1"|"1-14160048"|"1"|"52875"|"UNITED REFRIGERATION, INC"|"6/9/2014 12:00:00 AM"|"1"|" 20497-001"|"Cascade Microtechnol"|"MISC ITEMS                    "|"1"|"672.94"|"0.00"|"672.94"|"0.00"
"PO"|"1"|"1-14160051"|"1"|"52648"|"STAR RENTALS"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"RENTALS                       "|"1"|"700.00"|"0.00"|"700.00"|"0.00"
"PO"|"1"|"1-14160055"|"1"|"52648"|"STAR RENTALS"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"RENTALS                       "|"1"|"700.00"|"0.00"|"700.00"|"0.00"
"PO"|"1"|"1-14160057"|"1"|"52648"|"STAR RENTALS"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"RENTALS                       "|"1"|"700.00"|"0.00"|"700.00"|"0.00"
"PO"|"1"|"1-14160059"|"1"|"50038"|"ACE GALVANIZING"|"6/9/2014 12:00:00 AM"|"1"|" 17321-001"|"MS SAMMAMISH C&D"|"PIPING MATERIALS              "|"1"|"294.36"|"0.00"|"294.36"|"0.00"
"PO"|"1"|"1-14160067"|"1"|"53326"|"YORK INTERNATIONAL CORP"|"6/9/2014 12:00:00 AM"|"1"|" 20837-001"|"Burlington Tower"|"HVAC MATERIALS                "|"1"|"117.89"|"0.00"|"117.89"|"0.00"
"PO"|"1"|"1-14160072"|"1"|"51928"|"NET-IG"|"6/9/2014 12:00:00 AM"|"1"|" 20115-001"|"PDT002-R01"|"TELECOMMUNICATIONS            "|"1"|"58849.44"|"0.00"|"524.52"|"0.00"
"PO"|"1"|"1-14160073"|"1"|"51699"|"MATHESON TRI-GAS INC-PDX"|"6/9/2014 12:00:00 AM"|"1"|" 17375-001"|"U OF P UNDERGROUND"|"PIPING MATERIALS              "|"1"|"270.87"|"0.00"|"270.87"|"0.00"
"PO"|"1"|"1-14160074"|"1"|"52648"|"STAR RENTALS"|"6/9/2014 12:00:00 AM"|"1"|" 17395-001"|"IBM KIRKLAND 405"|"RENTALS                       "|"1"|"87.60"|"0.00"|"87.60"|"0.00"
"PO"|"1"|"1-14160076"|"1"|"52310"|"REFRIGERATION SUPPLIES"|"6/9/2014 12:00:00 AM"|"1"|" 19260-001"|"II Terrazzo Carmine"|"HVAC MATERIALS                "|"1"|"181.24"|"0.00"|"181.24"|"0.00"
"PO"|"1"|"1-14160083"|"1"|"52205"|"PORTLAND WINDUSTRIAL INC"|"6/9/2014 12:00:00 AM"|"1"|" 17375-001"|"U OF P UNDERGROUND"|"SM FIELD MATERIALS            "|"1"|"543.97"|"0.00"|"543.97"|"0.00"
"PO"|"1"|"1-14160091"|"1"|"52648"|"STAR RENTALS"|"6/9/2014 12:00:00 AM"|"1"|" 13754-001"|"PDX FMS 2014"|"RENTALS                       "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"1-14160093"|"1"|"51115"|"GRAYBAR ELECTRIC"|"6/9/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"ELECTRICAL MATERIALS          "|"1"|"7650.00"|"0.00"|"6480.00"|"0.00"
"PO"|"1"|"1-14160103"|"1"|"50560"|"COLUMBIA HYDRONICS CO."|"6/9/2014 12:00:00 AM"|"1"|" 17326-001"|"ANDES PROJECT S&C"|"EQUIPMENT                     "|"1"|"3120.00"|"0.00"|"3120.00"|"0.00"
"PO"|"1"|"1-14160118"|"1"|"51639"|"M & L SUPPLY CO, INC."|"6/9/2014 12:00:00 AM"|"1"|"  1149-001"|"BPA MUNRO SCHEDULING"|"PIPING MATERIALS              "|"1"|"339.84"|"0.00"|"42.59"|"0.00"
"PO"|"1"|"1-14160133"|"1"|"53620"|"BINW"|"6/9/2014 12:00:00 AM"|"1"|" 13737-001"|"INNOVATION CTR 2014"|"MISC ITEMS                    "|"1"|"645.17"|"0.00"|"645.17"|"0.00"
"PO"|"1"|"1-14160136"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"6/9/2014 12:00:00 AM"|"1"|" 17326-001"|"ANDES PROJECT S&C"|"EQUIPMENT                     "|"1"|"2197.15"|"0.00"|"2197.15"|"0.00"
"PO"|"1"|"1-14160139"|"1"|"52094"|"PACIFIC WELDING LLC"|"6/9/2014 12:00:00 AM"|"1"|"  1083-001"|"1124 COLUMBIA-CONST"|"RENTALS                       "|"1"|"21.90"|"0.00"|"21.90"|"0.00"
"PO"|"1"|"1-14160143"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/9/2014 12:00:00 AM"|"1"|" 20010-001"|"ADVENTIS HEALTH 3T"|"ELECTRICAL MATERIALS          "|"1"|"2935.68"|"0.00"|"1360.88"|"0.00"
"PO"|"1"|"1-14160145"|"1"|"51928"|"NET-IG"|"6/9/2014 12:00:00 AM"|"1"|" 20103-001"|"VDATA PDX2 SCALING"|"TELECOMMUNICATIONS            "|"1"|"7629.60"|"0.00"|"5130.72"|"0.00"
"PO"|"1"|"1-14160147"|"1"|"50461"|"CASE PARTS"|"6/9/2014 12:00:00 AM"|"1"|" 19252-001"|"T-Mobile at Two Newp"|"HVAC MATERIALS                "|"1"|"9.48"|"0.00"|"9.48"|"0.00"
"PO"|"1"|"1-14160149"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/9/2014 12:00:00 AM"|"1"|"  8567-001"|"VADATA PDX4 POD 15"|"ELECTRICAL MATERIALS          "|"1"|"1867.12"|"0.00"|"163.48"|"0.00"
"PO"|"1"|"1-14160152"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/9/2014 12:00:00 AM"|"1"|" 20012-001"|"PDX2 DARK FIBER"|"ELECTRICAL MATERIALS          "|"1"|"10371.50"|"0.00"|"3908.38"|"0.00"
"PO"|"1"|"1-14160153"|"1"|"51105"|"GRAINGER INC"|"6/9/2014 12:00:00 AM"|"1"|" 17500-001"|"PO# Verbal"|"SM FIELD MATERIALS            "|"1"|"80.95"|"0.00"|"80.95"|"0.00"
"PO"|"1"|"1-14160156"|"1"|"50560"|"COLUMBIA HYDRONICS CO."|"6/9/2014 12:00:00 AM"|"1"|" 17368-001"|"VADATA PDX-52 POD"|"EQUIPMENT                     "|"1"|"3316.00"|"0.00"|"3316.00"|"0.00"
"PO"|"1"|"1-14160163"|"1"|"55441"|"VENTILATION POWER CLEAN"|"6/9/2014 12:00:00 AM"|"1"|" 19284-001"|"Harvard Market"|"MISC ITEMS                    "|"1"|"494.20"|"0.00"|"494.20"|"0.00"
"PO"|"1"|"1-14160164"|"1"|"53019"|"WEST COAST AIR PRODUCTS"|"6/9/2014 12:00:00 AM"|"1"|" 17369-001"|"VADATA PDX-52 OFFICE"|"EQUIPMENT                     "|"1"|"1508.00"|"0.00"|"1508.00"|"0.00"
"PO"|"1"|"1-14160166"|"1"|"50080"|"AIR REPS LLC"|"6/9/2014 12:00:00 AM"|"1"|" 17368-001"|"VADATA PDX-52 POD"|"EQUIPMENT                     "|"1"|"75240.00"|"0.00"|"75240.00"|"0.00"
"PO"|"1"|"1-14160167"|"1"|"52768"|"THERMAL SUPPLY INC"|"6/9/2014 12:00:00 AM"|"1"|" 17368-001"|"VADATA PDX-52 POD"|"EQUIPMENT                     "|"1"|"17193.00"|"0.00"|"17193.00"|"0.00"
"PO"|"1"|"1-14160169"|"1"|"51928"|"NET-IG"|"6/9/2014 12:00:00 AM"|"1"|" 20103-001"|"VDATA PDX2 SCALING"|"TELECOMMUNICATIONS            "|"1"|"63481.60"|"0.00"|"18024.96"|"0.00"
"PO"|"1"|"1-14161005"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/10/2014 12:00:00 AM"|"1"|"  8657-001"|"USO TENANT SPACE"|"ELECTRICAL MATERIALS          "|"1"|"282.78"|"0.00"|"84.76"|"0.00"
"PO"|"1"|"1-14161011"|"1"|"51413"|"JOHNSON AIR PRODUCTS"|"6/10/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"SM FIELD MATERIALS            "|"1"|"412.20"|"0.00"|"412.20"|"0.00"
"PO"|"1"|"1-14161020"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"6/10/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"SM FIELD MATERIALS            "|"1"|"2322.24"|"0.00"|"445.06"|"0.00"
"PO"|"1"|"1-14161022"|"1"|"51771"|"MESHER SUPPLY CO"|"6/10/2014 12:00:00 AM"|"1"|"  1324-001"|"FAMILY CARE TI"|"PLUMBING MATERIALS            "|"1"|"18.27"|"0.00"|"18.27"|"0.00"
"PO"|"1"|"1-14161031"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"6/10/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"SM FIELD MATERIALS            "|"1"|"558.35"|"0.00"|"356.12"|"0.00"
"PO"|"1"|"1-14161033"|"1"|"50576"|"COMPTON LUMBER"|"6/10/2014 12:00:00 AM"|"1"|"  1009-001"|"GENERAL BIODIESEL"|"PIPING MATERIALS              "|"1"|"32.14"|"0.00"|"32.14"|"0.00"
"PO"|"1"|"1-14161035"|"1"|"52677"|"STUD WELDING ASSOCIATES"|"6/10/2014 12:00:00 AM"|"1"|"  8526-001"|"FUJI ASTAXANTHIN FCT"|"SM PRODUCTION MATERIALS       "|"1"|"37.00"|"0.00"|"7.00"|"0.00"
"PO"|"1"|"1-14161043"|"1"|"51451"|"KELLER SUPPLY COMPANY"|"6/10/2014 12:00:00 AM"|"1"|"  1178-001"|"RUFUS 2.0 BLOCK 14"|"PIPING MATERIALS              "|"1"|"390.13"|"0.00"|"390.13"|"0.00"
"PO"|"1"|"1-14161057"|"1"|"50289"|"BERG SCAFFOLDING CO INC"|"6/10/2014 12:00:00 AM"|"1"|" 16341-001"|"ASH GROVE CEMENT"|"RENTALS                       "|"1"|"29.02"|"0.00"|"29.02"|"0.00"
"PO"|"1"|"1-14161060"|"1"|"55131"|"SEATTLE PAINTING"|"6/10/2014 12:00:00 AM"|"1"|"  1228-001"|"AMAZON BLOCK 44"|"SM PRODUCTION MATERIALS       "|"1"|"15877.00"|"0.00"|"15877.00"|"0.00"
"PO"|"1"|"1-14161062"|"1"|"53116"|"WE-MASUDA, GARY"|"6/10/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"MISC ITEMS                    "|"1"|"13455.10"|"0.00"|"13455.10"|"0.00"
"PO"|"1"|"1-14161067"|"1"|"53938"|"AIR DIXON"|"6/10/2014 12:00:00 AM"|"1"|" 19293-001"|"Big Lots #4573"|"MISC ITEMS                    "|"1"|"502.82"|"0.00"|"502.82"|"0.00"
"PO"|"1"|"1-14161076"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 16361-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1150.00"|"0.00"|"1150.00"|"0.00"
"PO"|"1"|"1-14161083"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 16361-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1150.00"|"0.00"|"1150.00"|"0.00"
"PO"|"1"|"1-14161085"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 13754-001"|"PDX FMS 2014"|"RENTALS                       "|"1"|"171.00"|"0.00"|"171.00"|"0.00"
"PO"|"1"|"1-14161088"|"1"|"55357"|"US WATER SERVICES INC"|"6/10/2014 12:00:00 AM"|"1"|" 21290-001"|"Brewster SD #111"|"MISC ITEMS                    "|"1"|"1000.00"|"0.00"|"1000.00"|"0.00"
"PO"|"1"|"1-14161090"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 16361-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1150.00"|"0.00"|"1150.00"|"0.00"
"PO"|"1"|"1-14161091"|"1"|"55357"|"US WATER SERVICES INC"|"6/10/2014 12:00:00 AM"|"1"|" 21311-001"|"Brewster SD #111"|"MISC ITEMS                    "|"1"|"1000.00"|"0.00"|"1000.00"|"0.00"
"PO"|"1"|"1-14161094"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 16361-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1150.00"|"0.00"|"1150.00"|"0.00"
"PO"|"1"|"1-14161098"|"1"|"52094"|"PACIFIC WELDING LLC"|"6/10/2014 12:00:00 AM"|"1"|" 16341-001"|"ASH GROVE CEMENT"|"RENTALS                       "|"1"|"118.00"|"0.00"|"94.46"|"0.00"
"PO"|"1"|"1-14161100"|"1"|"52798"|"TOTAL RECLAIM INC"|"6/10/2014 12:00:00 AM"|"1"|" 19248-001"|"Hubbard Broadcasting"|"HVAC MATERIALS                "|"1"|"25.00"|"0.00"|"25.00"|"0.00"
"PO"|"1"|"1-14161102"|"1"|"50867"|"COMMERCIAL FILTER SALES"|"6/10/2014 12:00:00 AM"|"1"|" 19301-001"|"Expedia.com"|"HVAC MATERIALS                "|"1"|"52.06"|"0.00"|"52.06"|"0.00"
"PO"|"1"|"1-14161103"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/10/2014 12:00:00 AM"|"1"|"  1652-001"|"INTEL RA4"|"PIPING MATERIALS              "|"1"|"841.82"|"0.00"|"108.22"|"0.00"
"PO"|"1"|"1-14161104"|"1"|"50576"|"COMPTON LUMBER"|"6/10/2014 12:00:00 AM"|"1"|" 17299-001"|"LINE 1 MEZZANINE"|"MISC ITEMS                    "|"1"|"244.34"|"0.00"|"244.34"|"0.00"
"PO"|"1"|"1-14161105"|"1"|"52080"|"PAC MOBILE STRUCTURES INC"|"6/10/2014 12:00:00 AM"|"1"|" 16361-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"862.00"|"0.00"|"451.00"|"0.00"
"PO"|"1"|"1-14161106"|"1"|"51858"|"MOTOR MART"|"6/10/2014 12:00:00 AM"|"1"|"  1043-001"|"SABEY FAN CARTES"|"HVAC MATERIALS                "|"1"|"2196.00"|"0.00"|"2196.00"|"0.00"
"PO"|"1"|"1-14161107"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 16361-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"3306.00"|"0.00"|"3306.00"|"0.00"
"PO"|"1"|"1-14161109"|"1"|"51236"|"HERMISTON PLAN CENTER"|"6/10/2014 12:00:00 AM"|"1"|"  8569-001"|"VDATA PDX4 POD 14"|"MISC ITEMS                    "|"1"|"102.00"|"0.00"|"102.00"|"0.00"
