"RecordType"|"Company"|"Number"|"VendorGroup"|"Vendor"|"VendorName"|"TransactionDate"|"JCCo"|"Job"|"JobDescription"|"Description"|"DetailLineCount"|"TotalOrigCost"|"TotalOrigTax"|"RemainingAmount"|"RemainingTax"
"PO"|"1"|"14161083"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 10526-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1236.25"|"0.00"|"316.25"|"0.00"
"PO"|"1"|"14161088"|"1"|"55357"|"US WATER SERVICES INC"|"6/10/2014 12:00:00 AM"|"1"|" 84505-001"|"Brewster SD #111"|"MISC ITEMS                    "|"1"|"500.00"|"0.00"|"500.00"|"0.00"
"PO"|"1"|"14161090"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 10526-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1121.25"|"0.00"|"258.75"|"0.00"
"PO"|"1"|"14161091"|"1"|"55357"|"US WATER SERVICES INC"|"6/10/2014 12:00:00 AM"|"1"|" 84526-001"|"Brewster SD #111"|"MISC ITEMS                    "|"1"|"500.00"|"0.00"|"500.00"|"0.00"
"PO"|"1"|"14161098"|"1"|"52094"|"PACIFIC WELDING LLC"|"6/10/2014 12:00:00 AM"|"1"|" 10018-001"|"ASH GROVE CEMENT"|"RENTALS                       "|"1"|"341.50"|"0.00"|"0.41"|"0.00"
"PO"|"1"|"14161100"|"1"|"52798"|"TOTAL RECLAIM INC"|"6/10/2014 12:00:00 AM"|"1"|" 77511-001"|"Hubbard Broadcasting"|"HVAC MATERIALS                "|"1"|"25.00"|"0.00"|"25.00"|"0.00"
"PO"|"1"|"14161103"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/10/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"PIPING MATERIALS              "|"1"|"841.82"|"0.00"|"108.22"|"0.00"
"PO"|"1"|"14161105"|"1"|"52080"|"PAC MOBILE STRUCTURES INC"|"6/10/2014 12:00:00 AM"|"1"|" 10526-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"1010.88"|"0.00"|"188.88"|"0.00"
"PO"|"1"|"14161107"|"1"|"52648"|"STAR RENTALS"|"6/10/2014 12:00:00 AM"|"1"|" 10526-001"|"PDX 4 POD 13"|"RENTALS                       "|"1"|"2314.20"|"0.00"|"55.10"|"0.00"
"PO"|"1"|"14161119"|"1"|"53027"|"WESTLAKE ELECTRONIC SPPLY"|"6/10/2014 12:00:00 AM"|"1"|" 13143-001"|"RHAPSODY"|"TELECOMMUNICATIONS            "|"1"|"60.00"|"0.00"|"60.00"|"0.00"
"PO"|"1"|"14161127"|"1"|"51139"|"GEM FABRICATION OF WA"|"6/10/2014 12:00:00 AM"|"1"|" 12560-001"|"5TH Avenue Building"|"PIPING MATERIALS              "|"1"|"421.28"|"0.00"|"421.28"|"0.00"
"PO"|"1"|"14161128"|"1"|"50158"|"APPLIED INDUSTRIAL TECH"|"6/10/2014 12:00:00 AM"|"1"|" 77485-001"|"Korry Electronics"|"HVAC MATERIALS                "|"1"|"62.86"|"0.00"|"47.46"|"0.00"
"PO"|"1"|"14161167"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/10/2014 12:00:00 AM"|"1"|" 12965-001"|"Lane County Courthou"|"HVAC MATERIALS                "|"1"|"378.59"|"0.00"|"23.90"|"0.00"
"PO"|"1"|"14161171"|"1"|"51115"|"GRAYBAR ELECTRIC"|"6/10/2014 12:00:00 AM"|"1"|" 10430-001"|"ALASKA AIRLINE CON C"|"ELECTRICAL MATERIALS          "|"1"|"2572.98"|"0.00"|"965.59"|"0.00"
"PO"|"1"|"14161183"|"1"|"51390"|"JB ENGRAVERS INC"|"6/10/2014 12:00:00 AM"|"1"|" 10505-001"|"PDX 4 POD 15"|"MISC ITEMS                    "|"1"|"334.62"|"0.00"|"334.62"|"0.00"
"PO"|"1"|"14162005"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"6/11/2014 12:00:00 AM"|"1"|" 82499-001"|"YMCA TACOMA CENTRAL"|"PLUMBING MATERIALS            "|"1"|"8116.65"|"0.00"|"4090.84"|"0.00"
"PO"|"1"|"14162006"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/11/2014 12:00:00 AM"|"1"|" 13104-001"|"SABEY IGQ C4A GH"|"TELECOMMUNICATIONS            "|"1"|"2465.96"|"0.00"|"14.26"|"0.00"
"PO"|"1"|"14162031"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/11/2014 12:00:00 AM"|"1"|" 13004-001"|"Capital One - Bldg A"|"ELECTRICAL MATERIALS          "|"1"|"208.70"|"0.00"|"16.11"|"0.00"
"PO"|"1"|"14162039"|"1"|"51821"|"MOBILE MINI INC"|"6/11/2014 12:00:00 AM"|"1"|" 10085-001"|"INTERGATE QUINCY Q2"|"RENTALS                       "|"1"|"1603.88"|"0.00"|"807.86"|"0.00"
"PO"|"1"|"14162051"|"1"|"51821"|"MOBILE MINI INC"|"6/11/2014 12:00:00 AM"|"1"|" 10085-001"|"INTERGATE QUINCY Q2"|"RENTALS                       "|"1"|"1603.88"|"0.00"|"807.86"|"0.00"
"PO"|"1"|"14162056"|"1"|"51821"|"MOBILE MINI INC"|"6/11/2014 12:00:00 AM"|"1"|" 10085-001"|"INTERGATE QUINCY Q2"|"RENTALS                       "|"1"|"588.94"|"0.00"|"150.46"|"0.00"
"PO"|"1"|"14162077"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"6/11/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"MISC ITEMS                    "|"1"|"1340.53"|"0.00"|"451.24"|"0.00"
"PO"|"1"|"14162096"|"1"|"51105"|"GRAINGER INC"|"6/11/2014 12:00:00 AM"|"1"|" 10141-001"|"FAIRFAX EVERETT-MECH"|"HVAC MATERIALS                "|"1"|"139.50"|"0.00"|"139.50"|"0.00"
"PO"|"1"|"14162122"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/11/2014 12:00:00 AM"|"1"|" 10656-001"|"GOOGLE WAT 3 TI"|"PLUMBING MATERIALS            "|"1"|"735.19"|"0.00"|"310.93"|"0.00"
"PO"|"1"|"14162133"|"1"|"55053"|"ROSEBURG REFRIGERATION"|"6/11/2014 12:00:00 AM"|"1"|" 77595-001"|"Big Lots #4618"|"MISC ITEMS                    "|"1"|"880.00"|"0.00"|"880.00"|"0.00"
"PO"|"1"|"14162135"|"1"|"55146"|"S & S SHEETMETAL INC"|"6/11/2014 12:00:00 AM"|"1"|" 84501-001"|"Big Lots #4482"|"MISC ITEMS                    "|"1"|"1438.00"|"0.00"|"1438.00"|"0.00"
"PO"|"1"|"14162136"|"1"|"50814"|"ECOLIGHTS NORTHWEST, LLC"|"6/11/2014 12:00:00 AM"|"1"|" 13101-001"|"CASCADE LIGHTING"|"ELECTRICAL MATERIALS          "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"14162141"|"1"|"54566"|"METAL MASTERS INC"|"6/11/2014 12:00:00 AM"|"1"|" 84502-001"|"Big Lots #4512"|"MISC ITEMS                    "|"1"|"2232.00"|"0.00"|"2232.00"|"0.00"
"PO"|"1"|"14162158"|"1"|"51139"|"GEM FABRICATION OF WA"|"6/11/2014 12:00:00 AM"|"1"|" 10085-001"|"INTERGATE QUINCY Q2"|"PIPING MATERIALS              "|"1"|"6056.18"|"0.00"|"8.67"|"0.00"
"PO"|"1"|"14162159"|"1"|"51741"|"MCMASTER-CARR"|"6/11/2014 12:00:00 AM"|"1"|" 10526-001"|"PDX 4 POD 13"|"SM FIELD MATERIALS            "|"1"|"229.00"|"0.00"|"5.68"|"0.00"
"PO"|"1"|"14162160"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/11/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"PLUMBING MATERIALS            "|"1"|"1764.79"|"0.00"|"71.26"|"0.00"
"PO"|"1"|"14162172"|"1"|"52326"|"REXEL TAYLOR"|"6/11/2014 12:00:00 AM"|"1"|" 12901-001"|"EATON PDX4 POD 13"|"ELECTRICAL MATERIALS          "|"1"|"825.00"|"0.00"|"825.00"|"0.00"
"PO"|"1"|"14162184"|"1"|"51052"|"GENSCO INC"|"6/11/2014 12:00:00 AM"|"1"|" 10531-001"|"VADATA PDX-52 POD"|"HVAC MATERIALS                "|"1"|"11331.09"|"0.00"|"3598.01"|"0.00"
"PO"|"1"|"14162192"|"1"|"51052"|"GENSCO INC"|"6/11/2014 12:00:00 AM"|"1"|" 10311-001"|"LIND ELEMENTARY"|"SM FIELD MATERIALS            "|"1"|"228.80"|"0.00"|"228.80"|"0.00"
"PO"|"1"|"14163001"|"1"|"50066"|"AIR COMMODITIES INC"|"6/12/2014 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"SM FIELD MATERIALS            "|"1"|"3082.80"|"0.00"|"513.80"|"0.00"
"PO"|"1"|"14163030"|"1"|"51115"|"GRAYBAR ELECTRIC"|"6/12/2014 12:00:00 AM"|"1"|" 10430-001"|"ALASKA AIRLINE CON C"|"ELECTRICAL MATERIALS          "|"1"|"1762.35"|"0.00"|"722.90"|"0.00"
"PO"|"1"|"14163039"|"1"|"52648"|"STAR RENTALS"|"6/12/2014 12:00:00 AM"|"1"|" 13092-001"|"HAWKS PRAIRIE EXT"|"RENTALS                       "|"1"|"2041.12"|"0.00"|"0.01"|"0.00"
"PO"|"1"|"14163056"|"1"|"56105"|"SAYLER CUSTOM CONTROL INC"|"6/12/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"MISC ITEMS                    "|"1"|"6692.00"|"0.00"|"560.00"|"0.00"
"PO"|"1"|"14163058"|"1"|"55357"|"US WATER SERVICES INC"|"6/12/2014 12:00:00 AM"|"1"|" 77082-001"|"SEARS ROEBUCK"|"HVAC MATERIALS                "|"1"|"784.12"|"0.00"|"784.12"|"0.00"
"PO"|"1"|"14163078"|"1"|"55973"|"FABRACRAFT INCORPORATED"|"6/12/2014 12:00:00 AM"|"1"|" 13187-001"|"SABEY IGQ C4A TI"|"TELECOMMUNICATIONS            "|"1"|"25899.00"|"0.00"|"12085.31"|"0.00"
"PO"|"1"|"14163087"|"1"|"51052"|"GENSCO INC"|"6/12/2014 12:00:00 AM"|"1"|" 82497-001"|"STERLING BANK"|"SM FIELD MATERIALS            "|"1"|"1423.19"|"0.00"|"1289.48"|"0.00"
"PO"|"1"|"14163108"|"1"|"52812"|"TRANE PARTS CENTER"|"6/12/2014 12:00:00 AM"|"1"|" 80495-001"|"Cascade Microtechnol"|"HVAC MATERIALS                "|"1"|"2379.25"|"0.00"|"40.00"|"0.00"
"PO"|"1"|"14163127"|"1"|"54824"|"NESS & CAMPBELL CRANE INC"|"6/12/2014 12:00:00 AM"|"1"|" 10663-001"|"ICICLE SEAFOODS"|"CORE, CUT AND CRANE           "|"1"|"7275.00"|"0.00"|"516.11"|"0.00"
"PO"|"1"|"14163133"|"1"|"54385"|"JOHNSON BACKHOE&DOZ SVCS"|"6/12/2014 12:00:00 AM"|"1"|" 77500-001"|"Southcenter Corp Squ"|"HVAC MATERIALS                "|"1"|"1851.00"|"0.00"|"1851.00"|"0.00"
"PO"|"1"|"14163156"|"1"|"51238"|"HERTZ EQUIPMENT RENTAL"|"6/12/2014 12:00:00 AM"|"1"|" 10416-001"|"OCOCHO HANGAR"|"RENTALS                       "|"1"|"3740.00"|"0.00"|"383.65"|"0.00"
"PO"|"1"|"14163157"|"1"|"51238"|"HERTZ EQUIPMENT RENTAL"|"6/12/2014 12:00:00 AM"|"1"|" 10416-001"|"OCOCHO HANGAR"|"RENTALS                       "|"1"|"4680.00"|"0.00"|"54.72"|"0.00"
"PO"|"1"|"14163174"|"1"|"52863"|"MOTION INDUSTRIES INC"|"6/12/2014 12:00:00 AM"|"1"|" 77635-001"|"Trilogy Cedar Lodge"|"MISC ITEMS                    "|"1"|"69.37"|"0.00"|"69.37"|"0.00"
"PO"|"1"|"14164014"|"1"|"50920"|"FERGUSON FIRE & FAB #720"|"6/13/2014 12:00:00 AM"|"1"|" 10731-001"|"US BANCORP TOWER"|"PIPING MATERIALS              "|"1"|"616.42"|"0.00"|"36.36"|"0.00"
"PO"|"1"|"14164027"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/13/2014 12:00:00 AM"|"1"|" 13108-001"|"SHOPKO SUPPORT"|"ELECTRICAL MATERIALS          "|"1"|"2040.48"|"0.00"|"2040.48"|"0.00"
"PO"|"1"|"14164029"|"1"|"51639"|"M & L SUPPLY CO, INC."|"6/13/2014 12:00:00 AM"|"1"|" 10275-001"|"BPA MUNRO SCHEDULING"|"PLUMBING MATERIALS            "|"1"|"1203.83"|"0.00"|"104.28"|"0.00"
"PO"|"1"|"14164040"|"1"|"52812"|"TRANE PARTS CENTER"|"6/13/2014 12:00:00 AM"|"1"|" 77635-001"|"Trilogy Cedar Lodge"|"MISC ITEMS                    "|"1"|"412.20"|"0.00"|"412.20"|"0.00"
"PO"|"1"|"14164041"|"1"|"50571"|"COMMUNICATION SUPPLY CORP"|"6/13/2014 12:00:00 AM"|"1"|" 15131-001"|"MS B30 & B36 OCS"|"TELECOMMUNICATIONS            "|"1"|"390.72"|"0.00"|"390.72"|"0.00"
"PO"|"1"|"14164112"|"1"|"55357"|"US WATER SERVICES INC"|"6/13/2014 12:00:00 AM"|"1"|" 84556-001"|"Snoqualmie City Hall"|"SUBCONTRACTS                  "|"1"|"1425.00"|"0.00"|"1425.00"|"0.00"
"PO"|"1"|"14164113"|"1"|"55357"|"US WATER SERVICES INC"|"6/13/2014 12:00:00 AM"|"1"|" 84557-001"|"Snoqualmie Fire Depa"|"SUBCONTRACTS                  "|"1"|"1425.00"|"0.00"|"1425.00"|"0.00"
"PO"|"1"|"14164131"|"1"|"54824"|"NESS & CAMPBELL CRANE INC"|"6/13/2014 12:00:00 AM"|"1"|" 82450-001"|"REDMOND EAST BLDG #1"|"CORE, CUT AND CRANE           "|"1"|"900.00"|"0.00"|"900.00"|"0.00"
"PO"|"1"|"14164132"|"1"|"54824"|"NESS & CAMPBELL CRANE INC"|"6/13/2014 12:00:00 AM"|"1"|" 82451-001"|"REDMOND EAST BLDG 2"|"CORE, CUT AND CRANE           "|"1"|"900.00"|"0.00"|"900.00"|"0.00"
"PO"|"1"|"14164133"|"1"|"54824"|"NESS & CAMPBELL CRANE INC"|"6/13/2014 12:00:00 AM"|"1"|" 82453-001"|"REDMOND EAST BLDG"|"CORE, CUT AND CRANE           "|"1"|"900.00"|"0.00"|"900.00"|"0.00"
"PO"|"1"|"14164135"|"1"|"50454"|"CASCADE MACHINERY & ELECT"|"6/13/2014 12:00:00 AM"|"1"|" 10175-001"|"BLOCK 43 TI"|"EQUIPMENT                     "|"1"|"27300.00"|"0.00"|"27300.00"|"0.00"
"PO"|"1"|"14164138"|"1"|"50454"|"CASCADE MACHINERY & ELECT"|"6/13/2014 12:00:00 AM"|"1"|" 10175-001"|"BLOCK 43 TI"|"EQUIPMENT                     "|"1"|"59811.00"|"0.00"|"59811.00"|"0.00"
"PO"|"1"|"14167002"|"1"|"51052"|"GENSCO INC"|"6/16/2014 12:00:00 AM"|"1"|" 10676-001"|"IBM KIRKLAND 405"|"MISC ITEMS                    "|"1"|"6261.64"|"0.00"|"6073.80"|"0.00"
"PO"|"1"|"14167006"|"1"|"52248"|"PUGET SOUND PIPE & SUPPLY"|"6/16/2014 12:00:00 AM"|"1"|" 10009-001"|"GENERAL BIODIESEL"|"PIPING MATERIALS              "|"1"|"3375.72"|"0.00"|"45.82"|"0.00"
"PO"|"1"|"14167011"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 10085-001"|"INTERGATE QUINCY Q2"|"RENTALS                       "|"1"|"760.90"|"0.00"|"5.60"|"0.00"
"PO"|"1"|"14167013"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 10085-001"|"INTERGATE QUINCY Q2"|"RENTALS                       "|"1"|"760.90"|"0.00"|"5.60"|"0.00"
"PO"|"1"|"14167014"|"1"|"51730"|"MCGUIRE BEARING CO-SEA"|"6/16/2014 12:00:00 AM"|"1"|" 77610-001"|"LA Fitness - Redondo"|"HVAC MATERIALS                "|"1"|"26.22"|"0.00"|"16.36"|"0.00"
"PO"|"1"|"14167028"|"1"|"53103"|"WE-CHAPMAN, DAVID"|"6/16/2014 12:00:00 AM"|"1"|" 15108-001"|"MS CELLDAS FY14"|"TELECOMMUNICATIONS            "|"1"|"372.24"|"0.00"|"372.24"|"0.00"
"PO"|"1"|"14167038"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 10182-001"|"635 ELLIOT-AMAZON"|"RENTALS                       "|"1"|"969.09"|"0.00"|"323.01"|"0.00"
"PO"|"1"|"14167044"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 12896-001"|"VADATA PDX4 POD 13"|"RENTALS                       "|"1"|"700.00"|"0.00"|"350.00"|"0.00"
"PO"|"1"|"14167057"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 12896-001"|"VADATA PDX4 POD 13"|"RENTALS                       "|"1"|"735.00"|"0.00"|"35.00"|"0.00"
"PO"|"1"|"14167083"|"1"|"51752"|"MECHANICAL AGENTS INC"|"6/16/2014 12:00:00 AM"|"1"|" 10526-001"|"PDX 4 POD 13"|"EQUIPMENT                     "|"1"|"58.00"|"0.00"|"8.24"|"0.00"
"PO"|"1"|"14167094"|"1"|"51306"|"HYDROSLICE AEROSPACE LLC"|"6/16/2014 12:00:00 AM"|"1"|" 10419-001"|"BROOKS SPORTS INC"|"SM FIELD MATERIALS            "|"1"|"1600.00"|"0.00"|"1600.00"|"0.00"
"PO"|"1"|"14167116"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 80152-001"|"BYBEE LAKE LOGISTICS"|"RENTALS                       "|"1"|"140.00"|"0.00"|"5.00"|"0.00"
"PO"|"1"|"14167122"|"1"|"55327"|"UNDERGROUND DETECTION"|"6/16/2014 12:00:00 AM"|"1"|" 77280-001"|"Bellevue Towers"|"CORE, CUT AND CRANE           "|"1"|"1200.00"|"0.00"|"1200.00"|"0.00"
"PO"|"1"|"14167146"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/16/2014 12:00:00 AM"|"1"|" 10080-001"|"STONE 34 TI"|"PLUMBING MATERIALS            "|"1"|"212.79"|"0.00"|"212.79"|"0.00"
"PO"|"1"|"14167147"|"1"|"51051"|"GENOWAY ENGRAVING LLC"|"6/16/2014 12:00:00 AM"|"1"|" 12909-001"|"VDATA PDX4 POD 14"|"ELECTRICAL MATERIALS          "|"1"|"557.50"|"0.00"|"274.00"|"0.00"
"PO"|"1"|"14167157"|"1"|"55099"|"SHORELINE CONCRETE"|"6/16/2014 12:00:00 AM"|"1"|" 77675-001"|"Ivars - Lakewood"|"CORE, CUT AND CRANE           "|"1"|"215.00"|"0.00"|"215.00"|"0.00"
"PO"|"1"|"14167158"|"1"|"55099"|"SHORELINE CONCRETE"|"6/16/2014 12:00:00 AM"|"1"|" 77676-001"|"Ivars - James Center"|"HVAC MATERIALS                "|"1"|"215.00"|"0.00"|"215.00"|"0.00"
"PO"|"1"|"14167164"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 10177-001"|"5TH&BELL TI-CONST"|"RENTALS                       "|"1"|"854.10"|"0.00"|"271.82"|"0.00"
"PO"|"1"|"14167165"|"1"|"52648"|"STAR RENTALS"|"6/16/2014 12:00:00 AM"|"1"|" 10177-001"|"5TH&BELL TI-CONST"|"RENTALS                       "|"1"|"821.25"|"0.00"|"410.61"|"0.00"
"PO"|"1"|"14167180"|"1"|"51139"|"GEM FABRICATION OF WA"|"6/16/2014 12:00:00 AM"|"1"|" 12606-001"|"Romac"|"PIPING MATERIALS              "|"1"|"71.02"|"0.00"|"35.51"|"0.00"
"PO"|"1"|"14167204"|"1"|"51139"|"GEM FABRICATION OF WA"|"6/16/2014 12:00:00 AM"|"1"|" 10177-001"|"5TH&BELL TI-CONST"|"PIPING MATERIALS              "|"1"|"6429.36"|"0.00"|"13.10"|"0.00"
"PO"|"1"|"14168013"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/17/2014 12:00:00 AM"|"1"|" 10533-001"|"US BANCORP 4TH FLOOR"|"PIPING MATERIALS              "|"1"|"1935.62"|"0.00"|"23.47"|"0.00"
"PO"|"1"|"14168026"|"1"|"52877"|"UNITED RENTALS(N AMER)INC"|"6/17/2014 12:00:00 AM"|"1"|" 10360-001"|"BOEING CANYON PARK"|"RENTALS                       "|"1"|"1352.33"|"0.00"|"197.25"|"0.00"
"PO"|"1"|"14168032"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/17/2014 12:00:00 AM"|"1"|" 12965-001"|"Lane County Courthou"|"ELECTRICAL MATERIALS          "|"1"|"3168.30"|"0.00"|"44.88"|"0.00"
"PO"|"1"|"14168055"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"6/17/2014 12:00:00 AM"|"1"|" 13401-001"|"Kiro Radio"|"ELECTRICAL MATERIALS          "|"1"|"50.42"|"0.00"|"12.17"|"0.00"
"PO"|"1"|"14168056"|"1"|"52648"|"STAR RENTALS"|"6/17/2014 12:00:00 AM"|"1"|" 10166-001"|"BLOCK 43 S/C"|"RENTALS                       "|"1"|"180.68"|"0.00"|"21.89"|"0.00"
"PO"|"1"|"14168059"|"1"|"52059"|"OXARC INC"|"6/17/2014 12:00:00 AM"|"1"|" 10021-001"|"ICG H20 BLDG C Q1"|"PIPING MATERIALS              "|"1"|"1948.59"|"0.00"|"1341.80"|"0.00"
"PO"|"1"|"14168072"|"1"|"50044"|"ACME CONSTRUCTION SUPPLY"|"6/17/2014 12:00:00 AM"|"1"|" 10713-001"|"HARRISON WEST"|"PIPING MATERIALS              "|"1"|"1142.82"|"0.00"|"571.41"|"0.00"
"PO"|"1"|"14168086"|"1"|"52877"|"UNITED RENTALS(N AMER)INC"|"6/17/2014 12:00:00 AM"|"1"|" 10310-001"|"LIND MIDDLE SCHOOL"|"RENTALS                       "|"1"|"7692.10"|"0.00"|"2507.08"|"0.00"
"PO"|"1"|"14168129"|"1"|"51969"|"NORTH COAST ELECTRIC CO"|"6/17/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"ELECTRICAL MATERIALS          "|"1"|"5079.66"|"0.00"|"5079.66"|"0.00"
"PO"|"1"|"14168165"|"1"|"51139"|"GEM FABRICATION OF WA"|"6/17/2014 12:00:00 AM"|"1"|" 10365-001"|"BOEING MEDICAL"|"PIPING MATERIALS              "|"1"|"33793.88"|"0.00"|"14628.50"|"0.00"
"PO"|"1"|"14168179"|"1"|"52648"|"STAR RENTALS"|"6/17/2014 12:00:00 AM"|"1"|" 13095-001"|"MS BACK FLOW PREVENT"|"RENTALS                       "|"1"|"558.81"|"0.00"|"4.11"|"0.00"
"PO"|"1"|"14168182"|"1"|"52648"|"STAR RENTALS"|"6/17/2014 12:00:00 AM"|"1"|" 10182-001"|"635 ELLIOT-AMAZON"|"RENTALS                       "|"1"|"1938.15"|"0.00"|"1335.87"|"0.00"
"PO"|"1"|"14168183"|"1"|"52648"|"STAR RENTALS"|"6/17/2014 12:00:00 AM"|"1"|" 10182-001"|"635 ELLIOT-AMAZON"|"RENTALS                       "|"1"|"1938.15"|"0.00"|"1292.07"|"0.00"
"PO"|"1"|"14168186"|"1"|"50038"|"ACE GALVANIZING"|"6/17/2014 12:00:00 AM"|"1"|" 11012-001"|"Lafarge Fender Pile"|"MISC ITEMS                    "|"1"|"731.20"|"0.00"|"50.00"|"0.00"
"PO"|"1"|"14168190"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/17/2014 12:00:00 AM"|"1"|" 10598-001"|"USO TI"|"PLUMBING MATERIALS            "|"1"|"685.96"|"0.00"|"210.03"|"0.00"
"PO"|"1"|"14168192"|"1"|"51115"|"GRAYBAR ELECTRIC"|"6/17/2014 12:00:00 AM"|"1"|" 10191-001"|"1915 TERRY-S&C CONST"|"ELECTRICAL MATERIALS          "|"1"|"161617.00"|"0.00"|"161617.00"|"0.00"
"PO"|"1"|"14168211"|"1"|"51115"|"GRAYBAR ELECTRIC"|"6/17/2014 12:00:00 AM"|"1"|" 13180-001"|"IBM KIRKLAND TI"|"ELECTRICAL MATERIALS          "|"1"|"244.20"|"0.00"|"11.76"|"0.00"
"PO"|"1"|"14168213"|"1"|"51450"|"KELE & ASSOCIATES"|"6/17/2014 12:00:00 AM"|"1"|" 10515-001"|"CAMBIA 6TH FLOOR"|"MISC ITEMS                    "|"1"|"1166.29"|"0.00"|"199.38"|"0.00"
"PO"|"1"|"14169006"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/18/2014 12:00:00 AM"|"1"|" 13092-001"|"HAWKS PRAIRIE EXT"|"ELECTRICAL MATERIALS          "|"1"|"482.55"|"0.00"|"10.41"|"0.00"
"PO"|"1"|"14169016"|"1"|"51639"|"M & L SUPPLY CO, INC."|"6/18/2014 12:00:00 AM"|"1"|" 10275-001"|"BPA MUNRO SCHEDULING"|"PLUMBING MATERIALS            "|"1"|"964.33"|"0.00"|"473.39"|"0.00"
"PO"|"1"|"14169028"|"1"|"52668"|"STONEWAY ELECTRIC SUPPLY"|"6/18/2014 12:00:00 AM"|"1"|" 10932-001"|"ASH RESIDENCE"|"ELECTRICAL MATERIALS          "|"1"|"1656.15"|"0.00"|"655.56"|"0.00"
"PO"|"1"|"14169051"|"1"|"50066"|"AIR COMMODITIES INC"|"6/18/2014 12:00:00 AM"|"1"|" 10485-001"|"INTEL D1X MOD 2 HVAC"|"MISC ITEMS                    "|"1"|"1234.00"|"0.00"|"724.00"|"0.00"
"PO"|"1"|"14169064"|"1"|"51592"|"LIFTING GEAR HIRE CORP"|"6/18/2014 12:00:00 AM"|"1"|" 10404-001"|"AMAZON BLOCK 44"|"RENTALS                       "|"1"|"2324.00"|"0.00"|"669.45"|"0.00"
"PO"|"1"|"14169066"|"1"|"55182"|"SOUND WATER TREATMENT"|"6/18/2014 12:00:00 AM"|"1"|" 85589-001"|"Department of"|"MISC ITEMS                    "|"1"|"1745.00"|"0.00"|"1745.00"|"0.00"
"PO"|"1"|"14169067"|"1"|"53351"|"ATS AUTOMATION INC"|"6/18/2014 12:00:00 AM"|"1"|" 85589-001"|"Department of"|"MISC ITEMS                    "|"1"|"22987.90"|"0.00"|"22987.90"|"0.00"
"PO"|"1"|"14169075"|"1"|"52177"|"PLATT ELECTRIC SUPPLY"|"6/18/2014 12:00:00 AM"|"1"|" 12965-001"|"Lane County Courthou"|"HVAC MATERIALS                "|"1"|"400.22"|"0.00"|"34.84"|"0.00"
"PO"|"1"|"14169084"|"1"|"50919"|"FERGUSON ENTERPRISES INC"|"6/18/2014 12:00:00 AM"|"1"|" 11071-001"|"INTEL RA4"|"PIPING MATERIALS              "|"1"|"1809.83"|"0.00"|"459.07"|"0.00"
"PO"|"1"|"14169096"|"1"|"52798"|"TOTAL RECLAIM INC"|"6/18/2014 12:00:00 AM"|"1"|" 10676-001"|"IBM KIRKLAND 405"|"HVAC MATERIALS                "|"1"|"1.00"|"0.00"|"1.00"|"0.00"
"PO"|"1"|"14169107"|"1"|"51342"|"INFINIT TECH SOLUTIONS"|"6/18/2014 12:00:00 AM"|"1"|" 10979-001"|"SPK ETAILZ EXPANSION"|"EQUIPMENT                     "|"1"|"9945.55"|"0.00"|"40.00"|"0.00"
