"Company"|"InvoiceNumber"|"CustGroup"|"Customer"|"CustomerName"|"TransactionDate"|"InvoiceDescription"|"DetailLineCount"|"AmountDue"|"OriginalAmount"|"Tax"
"1"|"       293"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"2/10/2014 12:00:00 AM"|"RETENTION BILLING   "|"1"|"1682.10"|"0.00"|"0.00"
"1"|"       792"|"1"|"202782"|"CB Richard Ellis         "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-1354.83"|"-1354.83"|"-117.54"
"1"|"       796"|"1"|"202782"|"CB Richard Ellis         "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-2207.29"|"-2207.29"|"-191.50"
"1"|"       801"|"1"|"202782"|"CB Richard Ellis         "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-4118.94"|"-4118.94"|"-357.35"
"1"|"       925"|"1"|"210635"|"MEDALIST MARKETING INC   "|"2/4/2014 12:00:00 AM"|"                    "|"1"|"352.86"|"0.00"|"0.00"
"1"|"      1011"|"1"|"208904"|"Jones Lang LaSalle       "|"2/26/2013 12:00:00 AM"|"                    "|"1"|"1037.24"|"0.00"|"0.00"
"1"|"      1116"|"1"|"204294"|"Cummins Northwest, Inc   "|"2/19/2014 12:00:00 AM"|"                    "|"1"|"-1616.30"|"0.00"|"0.00"
"1"|"      1314"|"1"|"204122"|"Connecqtive, Inc         "|"6/6/2014 12:00:00 AM"|"RENT                "|"1"|"200.00"|"200.00"|"0.00"
"1"|"      1575"|"1"|"201375"|"Avista Corporation       "|"2/20/2013 12:00:00 AM"|"                    "|"1"|"-266.10"|"0.00"|"0.00"
"1"|"      1856"|"1"|"219433"|"Julie Drinkward          "|"3/14/2014 12:00:00 AM"|"                    "|"1"|"-568.17"|"0.00"|"0.00"
"1"|"      2292"|"1"|"213133"|"Pacific Medical Center   "|"2/8/2013 12:00:00 AM"|"                    "|"1"|"-1314.00"|"0.00"|"0.00"
"1"|"      2642"|"1"|"221190"|"Mobilitie                "|"4/1/2014 12:00:00 AM"|"APRIL BILLING       "|"1"|"30000.00"|"30000.00"|"0.00"
"1"|"      4763"|"1"|"219257"|"Franciscan Health Systems"|"4/25/2014 12:00:00 AM"|"                    "|"1"|"-158.43"|"0.00"|"0.00"
"1"|"      4857"|"1"|"203777"|"Granum Inc               "|"3/28/2013 12:00:00 AM"|"                    "|"2"|"-190.04"|"-190.04"|"-16.49"
"1"|"      5184"|"1"|"204053"|"Columbia Resource Company"|"9/28/2012 12:00:00 AM"|"                    "|"2"|"-20.12"|"-495.12"|"-38.37"
"1"|"      6133"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"2/10/2014 12:00:00 AM"|"RETENTION BILLING   "|"1"|"866.65"|"0.00"|"0.00"
"1"|"      6163"|"1"|"214769"|"SCIDPDA                  "|"4/22/2013 12:00:00 AM"|"                    "|"1"|"-805.37"|"0.00"|"0.00"
"1"|"      6234"|"1"|"206989"|"Goudy Construction       "|"3/17/2014 12:00:00 AM"|"                    "|"1"|"182.50"|"1825.00"|"0.00"
"1"|"      6339"|"1"|"215709"|"Seattle Science Foundatio"|"6/16/2014 12:00:00 AM"|"                    "|"1"|"-2273.77"|"0.00"|"0.00"
"1"|"      7160"|"1"|"210900"|"Mukilteo School District "|"3/31/2014 12:00:00 AM"|"MARCH BILLING       "|"3"|"462.16"|"462.16"|"33.16"
"1"|"      7286"|"1"|"213896"|"REIMERS & JOLIVETTE      "|"6/24/2014 12:00:00 AM"|"                    "|"1"|"6180.81"|"6180.81"|"0.00"
"1"|"      7286"|"1"|"213896"|"REIMERS & JOLIVETTE      "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-6675.28"|"-6675.28"|"-494.47"
"1"|"      7551"|"1"|"221176"|"Escala - Kathy Crotts    "|"6/27/2014 12:00:00 AM"|"                    "|"1"|"-1499.00"|"0.00"|"0.00"
"1"|"      7776"|"1"|"217365"|"Tulalip Resort and Casino"|"5/14/2014 12:00:00 AM"|"                    "|"1"|"-1308.00"|"0.00"|"0.00"
"1"|"      7990"|"1"|"217601"|"Unimark Construction     "|"6/12/2014 12:00:00 AM"|"CRCT APLD PMTS      "|"1"|"116.10"|"0.00"|"0.00"
"1"|"      7990"|"1"|"217601"|"Unimark Construction     "|"6/12/2014 12:00:00 AM"|"CRCT APLD PMTS      "|"1"|"1044.90"|"0.00"|"0.00"
"1"|"      8268"|"1"|"205515"|"Ed Barber                "|"5/30/2013 12:00:00 AM"|"                    "|"1"|"-644.93"|"0.00"|"0.00"
"1"|"      8952"|"1"|"203047"|"CITY OF BELLINGHAM       "|"4/22/2014 12:00:00 AM"|"                    "|"3"|"80.00"|"1250.54"|"93.69"
"1"|"      9045"|"1"|"206050"|"Frauenshuh               "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-1256.51"|"-1256.51"|"-109.01"
"1"|"      9173"|"1"|"221250"|"CBRE - Brave             "|"4/24/2014 12:00:00 AM"|"                    "|"2"|"469.76"|"469.76"|"40.76"
"1"|"      9819"|"1"|"210084"|"Legacy Partners I Tukwila"|"5/27/2014 12:00:00 AM"|"                    "|"1"|"-376.68"|"0.00"|"0.00"
"1"|"      9940"|"1"|"204997"|"Dock High                "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-567.48"|"-567.48"|"-49.23"
"1"|"      9949"|"1"|"206211"|"Ferguson                 "|"6/2/2014 12:00:00 AM"|"                    "|"1"|"-1425.69"|"0.00"|"0.00"
"1"|"      9949"|"1"|"206211"|"Ferguson                 "|"6/16/2014 12:00:00 AM"|"                    "|"1"|"-1200.00"|"0.00"|"0.00"
"1"|"     10018"|"1"|"208513"|"JSH Properties           "|"5/13/2014 12:00:00 AM"|"                    "|"2"|"-1805.66"|"-1805.66"|"-156.66"
"1"|"     10098"|"1"|"203387"|"CUSHMAN & WAKEFIELD      "|"7/8/2013 12:00:00 AM"|"                    "|"1"|"-438.00"|"0.00"|"0.00"
"1"|"     10767"|"1"|"212337"|"Olive 8 Condominium Group"|"4/18/2014 12:00:00 AM"|"CRCT APLD PMT       "|"1"|"19.71"|"0.00"|"0.00"
"1"|"     11121"|"1"|"213896"|"REIMERS & JOLIVETTE      "|"6/24/2014 12:00:00 AM"|"                    "|"1"|"4638.06"|"4638.06"|"0.00"
"1"|"     11121"|"1"|"213896"|"REIMERS & JOLIVETTE      "|"6/25/2014 12:00:00 AM"|"                    "|"2"|"-5009.11"|"-5009.11"|"-371.05"
"1"|"     11379"|"1"|"204207"|"Costco                   "|"5/24/2014 12:00:00 AM"|"                    "|"2"|"4966.38"|"4966.38"|"376.38"
"1"|"     12022"|"1"|"210900"|"Mukilteo School District "|"5/30/2014 12:00:00 AM"|"                    "|"3"|"2496.45"|"2496.45"|"203.58"
"1"|"     12200"|"1"|"210312"|"Lydig Construction       "|"3/28/2013 12:00:00 AM"|"PO# EMAIL           "|"1"|"2160.00"|"2160.00"|"0.00"
"1"|"     12218"|"1"|"204854"|"Davis Schueller Inc      "|"6/26/2013 12:00:00 AM"|"PO# NTP-EMAIL       "|"1"|"2821.32"|"2821.32"|"0.00"
"1"|"     12562"|"1"|"214769"|"SCIDPDA                  "|"7/16/2013 12:00:00 AM"|"                    "|"2"|"-456.62"|"-456.62"|"-39.62"
"1"|"     12636"|"1"|"210163"|"Limited Brands Invoice Pr"|"6/9/2014 12:00:00 AM"|"                    "|"2"|"337.90"|"337.90"|"25.90"
"1"|"     12829"|"1"|"209469"|"King County Roads        "|"6/10/2014 12:00:00 AM"|"                    "|"3"|"223.35"|"223.35"|"11.35"
"1"|"     12830"|"1"|"209469"|"King County Roads        "|"6/10/2014 12:00:00 AM"|"                    "|"3"|"223.35"|"223.35"|"11.35"
"1"|"     12836"|"1"|"209956"|"Lake Washington Institute"|"6/11/2014 12:00:00 AM"|"                    "|"3"|"2010.56"|"2010.56"|"167.49"
"1"|"     12839"|"1"|"209470"|"King County Solid Waste  "|"6/11/2014 12:00:00 AM"|"                    "|"3"|"380.03"|"380.03"|"26.03"
"1"|"     13196"|"1"|"217362"|"Tukwila School District  "|"6/17/2014 12:00:00 AM"|"                    "|"3"|"3411.92"|"3411.92"|"292.54"
"1"|"     13198"|"1"|"216908"|"Tacoma Convention Center "|"6/17/2014 12:00:00 AM"|"                    "|"3"|"1747.14"|"1747.14"|"144.64"
"1"|"     13199"|"1"|"209470"|"King County Solid Waste  "|"6/17/2014 12:00:00 AM"|"                    "|"3"|"3099.54"|"3099.54"|"239.12"
"1"|"     13200"|"1"|"206203"|"Federal Way Public School"|"6/17/2014 12:00:00 AM"|"                    "|"3"|"4239.60"|"4239.60"|"360.88"
"1"|"     13200"|"1"|"206203"|"Federal Way Public School"|"6/25/2014 12:00:00 AM"|"                    "|"3"|"-4239.60"|"-4239.60"|"-360.88"
"1"|"     13253"|"1"|"209029"|"KCIT Radio Communication "|"6/18/2014 12:00:00 AM"|"                    "|"3"|"743.68"|"743.68"|"53.68"
"1"|"     13647"|"1"|"204101"|"Compro Business Services "|"6/23/2014 12:00:00 AM"|"                    "|"2"|"-5058.90"|"-5058.90"|"-438.90"
"1"|"     13809"|"1"|"217362"|"Tukwila School District  "|"6/25/2014 12:00:00 AM"|"                    "|"3"|"2970.49"|"2970.49"|"254.24"
"1"|"     13882"|"1"|"215662"|"Seattle Children's Resear"|"6/24/2014 12:00:00 AM"|"                    "|"1"|"-1165.00"|"-1165.00"|"0.00"
"1"|"     13899"|"1"|"203409"|"CaISTRS                  "|"7/26/2013 12:00:00 AM"|"                    "|"1"|"-1836.09"|"0.00"|"0.00"
"1"|"     13901"|"1"|"206204"|"Federal Way Public School"|"6/25/2014 12:00:00 AM"|"                    "|"3"|"4239.60"|"4239.60"|"360.88"
"1"|"     14060"|"1"|"202476"|"Brewster School District "|"6/27/2014 12:00:00 AM"|"                    "|"3"|"11531.41"|"11531.41"|"858.06"
"1"|"     15013"|"1"|"210744"|"MICROSOFT C/O CBRE       "|"8/9/2013 12:00:00 AM"|"PO# CBRE#201908     "|"2"|"6490.71"|"6490.71"|"563.12"
"1"|"     15036"|"1"|"207391"|"Howard S Wright          "|"7/16/2013 12:00:00 AM"|"PO# NTP-EMAIL       "|"1"|"1300.00"|"1300.00"|"0.00"
"1"|"     15057"|"1"|"207391"|"Howard S Wright          "|"11/26/2013 12:00:00 AM"|"INV #54531          "|"1"|"5063.00"|"5063.00"|"0.00"
"1"|"     15059"|"1"|"210744"|"MICROSOFT C/O CBRE       "|"9/9/2013 12:00:00 AM"|"PO# 21132           "|"1"|"579.00"|"579.00"|"0.00"
"1"|"     15091"|"1"|"208556"|"Jackson Dean Construction"|"12/19/2013 12:00:00 AM"|"PO# EMAIL           "|"1"|"166.00"|"1660.00"|"0.00"
"1"|"     15536"|"1"|"213219"|"Paradigm Venture Group   "|"3/12/2014 12:00:00 AM"|"                    "|"1"|"-153.75"|"-153.75"|"0.00"
"1"|"     16300"|"1"|"217498"|"UPS Oasis Supply Corporat"|"8/20/2013 12:00:00 AM"|"                    "|"1"|"-1550.50"|"0.00"|"0.00"
"1"|"     16300"|"1"|"217498"|"UPS Oasis Supply Corporat"|"12/31/2013 12:00:00 AM"|"                    "|"1"|"-1550.50"|"0.00"|"0.00"
"1"|"     16878"|"1"|"214769"|"SCIDPDA                  "|"7/16/2013 12:00:00 AM"|"                    "|"2"|"-448.40"|"-448.40"|"-38.90"
"1"|"     17377"|"1"|"213506"|"Port Madison Enterprises "|"2/26/2014 12:00:00 AM"|"                    "|"1"|"-824.00"|"-824.00"|"0.00"
"1"|"     17473"|"1"|"219146"|"Dolan Built LLC          "|"8/5/2013 12:00:00 AM"|"                    "|"2"|"672.54"|"672.54"|"58.35"
"1"|"     19128"|"1"|"212715"|"PCL Construction Services"|"2/19/2013 12:00:00 AM"|"RETENTION           "|"1"|"675.00"|"0.00"|"0.00"
"1"|"     19153"|"1"|"206647"|"GLY Construction         "|"3/27/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"2966.30"|"0.00"|"0.00"
"1"|"     19251"|"1"|"210313"|"Lydig Construction       "|"7/19/2013 12:00:00 AM"|"RETENTION           "|"2"|"361142.35"|"0.00"|"0.00"
"1"|"     19285"|"1"|"218695"|"Western Partitions       "|"9/20/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"13831.80"|"0.00"|"0.00"
"1"|"     19291"|"1"|"207391"|"Howard S Wright          "|"9/24/2013 12:00:00 AM"|"RETETNION BILLING   "|"2"|"65305.10"|"0.00"|"0.00"
"1"|"     19292"|"1"|"218695"|"Western Partitions       "|"9/24/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"2021.25"|"0.00"|"0.00"
"1"|"     19294"|"1"|"207677"|"Hoffman Construction     "|"9/30/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"28370.66"|"0.00"|"0.00"
"1"|"     19313"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"11/8/2013 12:00:00 AM"|"NOVEMBER BILLING    "|"2"|"22691.95"|"0.00"|"0.00"
"1"|"     19314"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"11/8/2013 12:00:00 AM"|"RETENTION BILLING   "|"2"|"24594.80"|"0.00"|"0.00"
"1"|"     19322"|"1"|"207758"|"Howard S Wright          "|"11/15/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"1854.49"|"0.00"|"0.00"
"1"|"     19323"|"1"|"207758"|"Howard S Wright          "|"11/15/2013 12:00:00 AM"|"RETENTION BILLING   "|"2"|"38303.20"|"0.00"|"0.00"
"1"|"     19331"|"1"|"209997"|"Langley Investment Proper"|"11/25/2013 12:00:00 AM"|"NOVEMBER BILLING    "|"2"|"5593.60"|"0.00"|"0.00"
"1"|"     19332"|"1"|"200743"|"ATS                      "|"11/25/2013 12:00:00 AM"|"RETENTION           "|"1"|"12244.00"|"0.00"|"0.00"
"1"|"     19352"|"1"|"210313"|"Lydig Construction       "|"12/17/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"1100.60"|"0.00"|"0.00"
"1"|"     19356"|"1"|"215732"|"Sellen Construction      "|"12/18/2013 12:00:00 AM"|"RETENTION BILLING   "|"1"|"26174.10"|"0.00"|"0.00"
"1"|"     19361"|"1"|"216403"|"Swinerton Builders       "|"12/23/2013 12:00:00 AM"|"RETENTION BILLING   "|"2"|"41743.50"|"0.00"|"0.00"
"1"|"     19362"|"1"|"219347"|"Patterson Horth          "|"12/19/2013 12:00:00 AM"|"RETENTION           "|"1"|"11137.50"|"0.00"|"0.00"
"1"|"     19371"|"1"|"207758"|"Howard S Wright          "|"12/31/2013 12:00:00 AM"|"RETENTION BILLING   "|"2"|"354421.50"|"0.00"|"0.00"
"1"|"     19372"|"1"|"217260"|"Total Site Services LLC  "|"12/31/2013 12:00:00 AM"|"RETENTION           "|"3"|"1810.01"|"0.00"|"0.00"
"1"|"     19375"|"1"|"211389"|"Microsoft Corporation    "|"1/13/2014 12:00:00 AM"|"JAN BILLING         "|"1"|"4635.80"|"0.00"|"0.00"
"1"|"     19383"|"1"|"215904"|"Skanska USA Bldg OR Divis"|"1/20/2014 12:00:00 AM"|"RETENTION BILLING   "|"2"|"0.03"|"0.00"|"0.00"
"1"|"     19386"|"1"|"207758"|"Howard S Wright          "|"1/20/2014 12:00:00 AM"|"RETENTION           "|"2"|"2575.05"|"0.00"|"0.00"
"1"|"     19387"|"1"|"215732"|"Sellen Construction      "|"1/20/2014 12:00:00 AM"|"RETENTION BALANCE   "|"1"|"2175.20"|"0.00"|"0.00"
"1"|"     19390"|"1"|"209997"|"Langley Investment Proper"|"1/22/2014 12:00:00 AM"|"RETENTION           "|"2"|"12230.80"|"0.00"|"0.00"
"1"|"     19407"|"1"|"206647"|"GLY Construction         "|"2/14/2014 12:00:00 AM"|"RETENTION           "|"1"|"7048.00"|"0.00"|"0.00"
"1"|"     19411"|"1"|"213489"|"Polin & Young            "|"1/26/2014 12:00:00 AM"|"RETENTION           "|"2"|"732.40"|"0.00"|"0.00"
"1"|"     19412"|"1"|"207683"|"Holder Construction Group"|"2/26/2014 12:00:00 AM"|"RETENTION BILLING   "|"2"|"33720.47"|"0.00"|"0.00"
"1"|"     19413"|"1"|"207683"|"Holder Construction Group"|"2/26/2014 12:00:00 AM"|"RETENTION BILLING   "|"2"|"192870.64"|"0.00"|"0.00"
"1"|"     19414"|"1"|"207683"|"Holder Construction Group"|"2/26/2014 12:00:00 AM"|"RETENTION BILLING   "|"2"|"60245.71"|"0.00"|"0.00"
"1"|"     19417"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"2/20/2014 12:00:00 AM"|"RETENTION BILLING   "|"1"|"1100.00"|"0.00"|"0.00"
"1"|"     19419"|"1"|"215903"|"Skanska                  "|"2/21/2014 12:00:00 AM"|"RETENTION BILLING   "|"2"|"27284.70"|"0.00"|"0.00"
"1"|"     19424"|"1"|"213489"|"Polin & Young            "|"2/26/2014 12:00:00 AM"|"RETENTION           "|"2"|"22571.81"|"0.00"|"0.00"
"1"|"     19429"|"1"|"215593"|"Schuchart Corporation    "|"3/11/2014 12:00:00 AM"|"RETENTION           "|"1"|"333.08"|"0.00"|"0.00"
"1"|"     19434"|"1"|"217373"|"Turner Construction      "|"3/17/2014 12:00:00 AM"|"RETENTION           "|"1"|"-3965.50"|"0.00"|"0.00"
"1"|"     19436"|"1"|"206647"|"GLY Construction         "|"3/17/2014 12:00:00 AM"|"RETENTION BILLIN    "|"1"|"9980.00"|"0.00"|"0.00"
"1"|"     19459"|"1"|"216927"|"Talon Capital            "|"4/10/2014 12:00:00 AM"|"RETENTION           "|"1"|"99617.15"|"0.00"|"0.00"
"1"|"     19463"|"1"|"206647"|"GLY Construction         "|"4/17/2014 12:00:00 AM"|"APRIL BILLING       "|"1"|"399.30"|"0.00"|"0.00"
"1"|"     19469"|"1"|"201703"|"BNBuilders               "|"4/20/2014 12:00:00 AM"|"RETETNION BILLING   "|"2"|"3615.10"|"0.00"|"0.00"
"1"|"     19471"|"1"|"204636"|"DP INC                   "|"4/21/2014 12:00:00 AM"|"RETENTION           "|"2"|"615.80"|"0.00"|"0.00"
"1"|"     19474"|"1"|"215904"|"Skanska USA Bldg OR Divis"|"4/23/2014 12:00:00 AM"|"RETENTION           "|"2"|"96780.91"|"0.00"|"0.00"
"1"|"     19485"|"1"|"215383"|"SUNBELT CONTROLS         "|"4/28/2014 12:00:00 AM"|"APRIL BILLING       "|"1"|"3680.00"|"0.00"|"0.00"
"1"|"     19486"|"1"|"214645"|"SABEY CONSTRUCTION       "|"4/29/2014 12:00:00 AM"|"RETETNION BILLING   "|"2"|"510437.46"|"0.00"|"0.00"
"1"|"     19490"|"1"|"201291"|"Aronson Security Group   "|"5/14/2014 12:00:00 AM"|"RETENTION           "|"2"|"2634.11"|"0.00"|"0.00"
"1"|"     19493"|"1"|"206647"|"GLY Construction         "|"5/8/2014 12:00:00 AM"|"RETENTION           "|"2"|"15680.90"|"0.00"|"0.00"
"1"|"     19494"|"1"|"208556"|"Jackson Dean Construction"|"5/14/2014 12:00:00 AM"|"RETENTION           "|"1"|"4779.00"|"0.00"|"0.00"
"1"|"     19497"|"1"|"206647"|"GLY Construction         "|"5/16/2014 12:00:00 AM"|"RETETNION BILLING   "|"1"|"938.05"|"0.00"|"0.00"
"1"|"     19498"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"5/16/2014 12:00:00 AM"|"RETENTION BILLING   "|"2"|"54085.30"|"0.00"|"0.00"
"1"|"     19499"|"1"|"206341"|"Foushee & Associates     "|"5/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"34995.50"|"0.00"|"0.00"
"1"|"     19500"|"1"|"206341"|"Foushee & Associates     "|"5/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"22465.70"|"0.00"|"0.00"
"1"|"     19501"|"1"|"206341"|"Foushee & Associates     "|"5/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"19309.80"|"0.00"|"0.00"
"1"|"     19502"|"1"|"206341"|"Foushee & Associates     "|"5/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"26047.50"|"0.00"|"0.00"
"1"|"     19506"|"1"|"219145"|"Langley Investment Proper"|"5/20/2014 12:00:00 AM"|"RETENTION           "|"2"|"13377.10"|"0.00"|"0.00"
"1"|"     19507"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"5/20/2014 12:00:00 AM"|"RETENTION BILLING   "|"1"|"1775.00"|"0.00"|"0.00"
"1"|"     19509"|"1"|"208501"|"JR Abbott Construction   "|"5/21/2014 12:00:00 AM"|"RETENTION           "|"2"|"37645.80"|"0.00"|"0.00"
"1"|"     19512"|"1"|"221130"|"Stetner Electric         "|"5/22/2014 12:00:00 AM"|"RETENTION           "|"1"|"9117.50"|"0.00"|"0.00"
"1"|"     19516"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"5/28/2014 12:00:00 AM"|"50% RETENTION       "|"2"|"347764.22"|"0.00"|"0.00"
"1"|"     19517"|"1"|"207677"|"Hoffman Construction     "|"5/29/2014 12:00:00 AM"|"RETENTION           "|"2"|"751541.80"|"0.00"|"0.00"
"1"|"     19518"|"1"|"210744"|"MICROSOFT C/O CBRE       "|"6/6/2014 12:00:00 AM"|"RETENTION-FINAL     "|"2"|"3181.36"|"0.00"|"0.00"
"1"|"     19519"|"1"|"216402"|"Swinerton Builders       "|"6/11/2014 12:00:00 AM"|"JUNE BILLING        "|"2"|"13138.40"|"0.00"|"0.00"
"1"|"     19521"|"1"|"206647"|"GLY Construction         "|"6/12/2014 12:00:00 AM"|"RETENTION           "|"1"|"1490.70"|"0.00"|"0.00"
"1"|"     19522"|"1"|"206647"|"GLY Construction         "|"6/12/2014 12:00:00 AM"|"RETENTION           "|"1"|"652.19"|"0.00"|"0.00"
"1"|"     19523"|"1"|"207677"|"Hoffman Construction     "|"6/12/2014 12:00:00 AM"|"RETENTION           "|"2"|"60341.20"|"0.00"|"0.00"
"1"|"     19524"|"1"|"215593"|"Schuchart Corporation    "|"6/16/2014 12:00:00 AM"|"RETENTION           "|"1"|"822.70"|"0.00"|"0.00"
"1"|"     19525"|"1"|"215593"|"Schuchart Corporation    "|"6/16/2014 12:00:00 AM"|"RETENTION           "|"1"|"404.60"|"0.00"|"0.00"
"1"|"     19526"|"1"|"215593"|"Schuchart Corporation    "|"6/16/2014 12:00:00 AM"|"RETENTION           "|"1"|"5526.10"|"0.00"|"0.00"
"1"|"     19527"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"6/18/2014 12:00:00 AM"|"RETENTION           "|"2"|"14626.75"|"0.00"|"0.00"
"1"|"     19528"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"6/18/2014 12:00:00 AM"|"RETENTION           "|"2"|"2513.20"|"0.00"|"0.00"
"1"|"     19530"|"1"|"215862"|"Siemens Industry Inc     "|"6/19/2014 12:00:00 AM"|"RETENTION           "|"1"|"15720.00"|"0.00"|"0.00"
"1"|"     19531"|"1"|"210744"|"MICROSOFT C/O CBRE       "|"6/19/2014 12:00:00 AM"|"RETENTION           "|"1"|"14443.31"|"0.00"|"0.00"
"1"|"     19532"|"1"|"214608"|"Russell Construction     "|"6/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"5106.10"|"0.00"|"0.00"
"1"|"     19533"|"1"|"215383"|"SUNBELT CONTROLS         "|"6/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"9635.80"|"0.00"|"0.00"
"1"|"     19534"|"1"|"214647"|"Sabey Corporation        "|"6/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"6488.40"|"0.00"|"0.00"
"1"|"     19535"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"6/19/2014 12:00:00 AM"|"RETENTION           "|"2"|"21426.20"|"0.00"|"0.00"
"1"|"     19536"|"1"|"205502"|"Eastside Corridor Constru"|"6/20/2014 12:00:00 AM"|"RETENTION           "|"2"|"60349.45"|"0.00"|"0.00"
"1"|"     19538"|"1"|"210744"|"MICROSOFT C/O CBRE       "|"6/25/2014 12:00:00 AM"|"RETENTION           "|"1"|"4793.81"|"0.00"|"0.00"
"1"|"     19540"|"1"|"215732"|"Sellen Construction      "|"6/23/2014 12:00:00 AM"|"RETENTION           "|"1"|"21891.90"|"0.00"|"0.00"
"1"|"     19540"|"1"|"200873"|"Advantage Dirt Contractor"|"6/24/2014 12:00:00 AM"|"RETENTION           "|"2"|"43123.10"|"0.00"|"0.00"
"1"|"     19542"|"1"|"214645"|"SABEY CONSTRUCTION       "|"6/25/2014 12:00:00 AM"|"RETENTION           "|"1"|"14524.40"|"0.00"|"0.00"
"1"|"     19542"|"1"|"201703"|"BNBuilders               "|"6/26/2014 12:00:00 AM"|"RETENTION           "|"1"|"7966.00"|"0.00"|"0.00"
"1"|"     19544"|"1"|"215905"|"Skanska USA Bldg WA Divis"|"6/26/2014 12:00:00 AM"|"RETENTION           "|"1"|"422.40"|"0.00"|"0.00"
"1"|"     19568"|"1"|"207677"|"Hoffman Construction     "|"5/20/2014 12:00:00 AM"|"RETETNION BILLING   "|"2"|"6577.05"|"0.00"|"0.00"
"1"|"     19596"|"1"|"217611"|"Unionbay Investors       "|"6/25/2014 12:00:00 AM"|"                    "|"1"|"-1801.28"|"0.00"|"0.00"
"1"|"     20556"|"1"|"214345"|"Rexel Taylor             "|"10/15/2013 12:00:00 AM"|"                    "|"1"|"-502.25"|"-502.25"|"0.00"
"1"|"     21758"|"1"|"202147"|"Brown & Brown Northwest  "|"2/25/2014 12:00:00 AM"|"                    "|"1"|"-255.00"|"0.00"|"0.00"
"1"|"     22155"|"1"|"214769"|"SCIDPDA                  "|"7/16/2013 12:00:00 AM"|"                    "|"2"|"-760.66"|"-760.66"|"-65.99"
"1"|"     22338"|"1"|"202848"|"CBRE                     "|"2/21/2014 12:00:00 AM"|"                    "|"1"|"-183.96"|"0.00"|"0.00"
"1"|"     22510"|"1"|"213219"|"Paradigm Venture Group   "|"3/12/2014 12:00:00 AM"|"                    "|"1"|"-153.75"|"-153.75"|"0.00"
"1"|"     22773"|"1"|"200911"|"Airgas, Nor-Pac, Inc.    "|"2/21/2014 12:00:00 AM"|"                    "|"1"|"-280.00"|"0.00"|"0.00"
"1"|"     22849"|"1"|"202888"|"CEC                      "|"3/20/2014 12:00:00 AM"|"                    "|"1"|"-465.00"|"0.00"|"0.00"
"1"|"     22849"|"1"|"202888"|"CEC                      "|"3/20/2014 12:00:00 AM"|"                    "|"1"|"-44.17"|"0.00"|"0.00"
"1"|"     22998"|"1"|"203667"|"CertainTeed Gypsum       "|"8/30/2013 12:00:00 AM"|"                    "|"2"|"-880.81"|"-2253.12"|"-195.48"
"1"|"     23795"|"1"|"218707"|"Western Waterproofing Co "|"10/19/2013 12:00:00 AM"|"                    "|"3"|"797.50"|"60225.00"|"5225.00"
"1"|"     25241"|"1"|"208355"|"Gin Holdings             "|"2/26/2014 12:00:00 AM"|"                    "|"1"|"-1794.16"|"0.00"|"0.00"
"1"|"     25322"|"1"|"211942"|"National Business Systems"|"11/15/2013 12:00:00 AM"|"                    "|"1"|"-232.75"|"-232.75"|"0.00"
"1"|"     25411"|"1"|"201160"|"Apollo Holdings LLC/CBRE "|"12/23/2013 12:00:00 AM"|"                    "|"1"|"-1906.76"|"0.00"|"0.00"
"1"|"     25578"|"1"|"213314"|"Peach & Johnston LLC     "|"12/31/2013 12:00:00 AM"|"                    "|"1"|"-315.77"|"0.00"|"0.00"
"1"|"     27669"|"1"|"201185"|"Seattle Amtrak/Aramark Co"|"2/21/2014 12:00:00 AM"|"                    "|"1"|"-263.00"|"0.00"|"0.00"
"1"|"     27762"|"1"|"202843"|"CBRE                     "|"12/31/2013 12:00:00 AM"|"                    "|"1"|"-8108.02"|"0.00"|"0.00"
